"","模型","分布","Loglik","AIC","BIC"
"104","MSGARCH-3","snorm-sged-std",6254.75245036121,-12471.5049007224,-12357.0138771835
"105","MSGARCH-3","std-sged-std",6294.76832236313,-12551.5366447263,-12437.0456211874
"106","MSGARCH-3","sstd-sged-std",6323.66344788144,-12607.3268957629,-12486.8100288799
"107","MSGARCH-3","ged-sged-std",6285.64389847716,-12533.2877969543,-12418.7967734155
"108","MSGARCH-3","sged-sged-std",6286.67992695771,-12533.3598539154,-12412.8429870324
"109","MSGARCH-3","norm-norm-sstd",6042.05382686363,-12050.1076537273,-11947.6683168767
"110","MSGARCH-3","snorm-norm-sstd",6232.84467173452,-12429.689343469,-12321.2241632743
"111","MSGARCH-3","std-norm-sstd",6256.84096764695,-12477.6819352939,-12369.2167550992
"112","MSGARCH-3","sstd-norm-sstd",6279.86103083834,-12521.7220616767,-12407.2310381378
"113","MSGARCH-3","ged-norm-sstd",6254.06382561685,-12472.1276512337,-12363.662471039
"114","MSGARCH-3","sged-norm-sstd",6282.98108264551,-12527.962165291,-12413.4711417522
"115","MSGARCH-3","norm-snorm-sstd",6046.19433443917,-12056.3886688783,-11947.9234886836
"116","MSGARCH-3","snorm-snorm-sstd",6240.1005303956,-12442.2010607912,-12327.7100372523
"117","MSGARCH-3","std-snorm-sstd",6238.39579661856,-12438.7915932371,-12324.3005696982
"118","MSGARCH-3","sstd-snorm-sstd",6272.89116216688,-12505.7823243338,-12385.2654574507
"119","MSGARCH-3","ged-snorm-sstd",6258.45821719026,-12478.9164343805,-12364.4254108416
"120","MSGARCH-3","sged-snorm-sstd",6277.52543935845,-12515.0508787169,-12394.5340118339
"121","MSGARCH-3","norm-std-sstd",6068.13444061355,-12100.2688812271,-11991.8037010324
"122","MSGARCH-3","snorm-std-sstd",6276.52799646194,-12515.0559929239,-12400.564969385
"123","MSGARCH-3","std-std-sstd",6303.68543668418,-12569.3708733684,-12454.8798498295
"124","MSGARCH-3","sstd-std-sstd",6309.51161592129,-12579.0232318426,-12458.5063649596
"125","MSGARCH-3","ged-std-sstd",6279.0815105628,-12520.1630211256,-12405.6719975867
"126","MSGARCH-3","sged-std-sstd",6328.26942002158,-12616.5388400432,-12496.0219731601
"127","MSGARCH-3","norm-sstd-sstd",6074.57885922879,-12111.1577184576,-11996.6666949187
"128","MSGARCH-3","snorm-sstd-sstd",6180.85221476429,-12321.7044295286,-12201.1875626456
"129","MSGARCH-3","std-sstd-sstd",6314.01654614081,-12588.0330922816,-12467.5162253986
"130","MSGARCH-3","sstd-sstd-sstd",6311.90806335088,-12581.8161267018,-12455.2734164746
"131","MSGARCH-3","ged-sstd-sstd",6266.84634166904,-12493.6926833381,-12373.1758164551
"132","MSGARCH-3","sged-sstd-sstd",6319.33353862949,-12596.667077259,-12470.1243670318
"133","MSGARCH-3","norm-ged-sstd",6096.63674705292,-12157.2734941058,-12048.8083139111
"134","MSGARCH-3","snorm-ged-sstd",6269.13371042448,-12500.267420849,-12385.7763973101
"135","MSGARCH-3","std-ged-sstd",6326.6178906243,-12615.2357812486,-12500.7447577097
"136","MSGARCH-3","sstd-ged-sstd",6322.05727288128,-12604.1145457626,-12483.5976788795
"137","MSGARCH-3","ged-ged-sstd",6256.02974425315,-12474.0594885063,-12359.5684649674
"138","MSGARCH-3","sged-ged-sstd",6326.69777081438,-12613.3955416288,-12492.8786747457
"139","MSGARCH-3","norm-sged-sstd",6113.24618162343,-12188.4923632469,-12074.001339708
"140","MSGARCH-3","snorm-sged-sstd",6274.89966005212,-12509.7993201042,-12389.2824532212
"141","MSGARCH-3","std-sged-sstd",6310.92347385938,-12581.8469477188,-12461.3300808357
"142","MSGARCH-3","sstd-sged-sstd",6324.36087439482,-12606.7217487896,-12480.1790385625
"143","MSGARCH-3","ged-sged-sstd",6294.78046009242,-12549.5609201848,-12429.0440533018
"144","MSGARCH-3","sged-sged-sstd",6333.65138458307,-12625.3027691661,-12498.760058939
"145","MSGARCH-3","norm-norm-ged",6171.04525345065,-12310.0905069013,-12213.6770133949
"146","MSGARCH-3","snorm-norm-ged",6244.61878946576,-12455.2375789315,-12352.798242081
"147","MSGARCH-3","std-norm-ged",6254.48427052619,-12474.9685410524,-12372.5292042018
"148","MSGARCH-3","sstd-norm-ged",6282.14535581483,-12528.2907116297,-12419.8255314349
"149","MSGARCH-3","ged-norm-ged",6232.10311679524,-12430.2062335905,-12327.7668967399
"150","MSGARCH-3","sged-norm-ged",6268.4940417634,-12500.9880835268,-12392.5229033321
"151","MSGARCH-3","norm-snorm-ged",6047.77916050708,-12061.5583210142,-11959.1189841636
"152","MSGARCH-3","snorm-snorm-ged",6213.84565524691,-12391.6913104938,-12283.2261302991
"153","MSGARCH-3","std-snorm-ged",6251.57949943346,-12467.1589988669,-12358.6938186722
"154","MSGARCH-3","sstd-snorm-ged",6277.50779016482,-12517.0155803296,-12402.5245567908
"155","MSGARCH-3","ged-snorm-ged",6255.12090926335,-12474.2418185267,-12365.776638332
"156","MSGARCH-3","sged-snorm-ged",6247.77307079061,-12457.5461415812,-12343.0551180424
"157","MSGARCH-3","norm-std-ged",6069.23236380985,-12104.4647276197,-12002.0253907691
"158","MSGARCH-3","snorm-std-ged",6254.23616690509,-12472.4723338102,-12364.0071536155
"159","MSGARCH-3","std-std-ged",6295.30696000135,-12554.6139200027,-12446.148739808
"160","MSGARCH-3","sstd-std-ged",6326.14342050962,-12614.2868410192,-12499.7958174804
"161","MSGARCH-3","ged-std-ged",6275.35158365078,-12514.7031673016,-12406.2379871069
"162","MSGARCH-3","sged-std-ged",6321.28915466849,-12604.578309337,-12490.0872857981
"163","MSGARCH-3","norm-sstd-ged",6078.62326004883,-12121.2465200977,-12012.7813399029
"164","MSGARCH-3","snorm-sstd-ged",6232.13624033867,-12426.2724806773,-12311.7814571385
"165","MSGARCH-3","std-sstd-ged",6289.37141292194,-12540.7428258439,-12426.251802305
"166","MSGARCH-3","sstd-sstd-ged",6377.86948843508,-12715.7389768702,-12595.2221099871
"167","MSGARCH-3","ged-sstd-ged",6312.78041251543,-12587.5608250309,-12473.069801492
"168","MSGARCH-3","sged-sstd-ged",6339.63735685543,-12639.2747137109,-12518.7578468279
"169","MSGARCH-3","norm-ged-ged",6108.40776265755,-12182.8155253151,-12080.3761884645
"170","MSGARCH-3","snorm-ged-ged",6254.49139458443,-12472.9827891689,-12364.5176089741
"171","MSGARCH-3","std-ged-ged",6292.74198733237,-12549.4839746647,-12441.01879447
"172","MSGARCH-3","sstd-ged-ged",6322.00431548294,-12606.0086309659,-12491.517607427
"173","MSGARCH-3","ged-ged-ged",6260.05913652283,-12484.1182730457,-12375.6530928509
"174","MSGARCH-3","sged-ged-ged",6319.37126542925,-12600.7425308585,-12486.2515073196
"175","MSGARCH-3","norm-sged-ged",6107.57489547207,-12179.1497909441,-12070.6846107494
"176","MSGARCH-3","snorm-sged-ged",6261.53001488531,-12485.0600297706,-12370.5690062318
"177","MSGARCH-3","std-sged-ged",6291.97486983319,-12545.9497396664,-12431.4587161275
"178","MSGARCH-3","sstd-sged-ged",6309.57644090353,-12579.1528818071,-12458.636014924
"179","MSGARCH-3","ged-sged-ged",6293.85461485705,-12549.7092297141,-12435.2182061752
"180","MSGARCH-3","sged-sged-ged",6305.56271442117,-12571.1254288423,-12450.6085619593
"181","MSGARCH-3","norm-norm-sged",6042.72742782393,-12051.4548556479,-11949.0155187973
"182","MSGARCH-3","snorm-norm-sged",6247.12522544426,-12458.2504508885,-12349.7852706938
"183","MSGARCH-3","std-norm-sged",6248.97023579737,-12461.9404715947,-12353.4752914
"184","MSGARCH-3","sstd-norm-sged",6271.8895431959,-12505.7790863918,-12391.2880628529
"185","MSGARCH-3","ged-norm-sged",6256.52492756551,-12477.049855131,-12368.5846749363
"186","MSGARCH-3","sged-norm-sged",6273.26645319528,-12508.5329063906,-12394.0418828517
"187","MSGARCH-3","norm-snorm-sged",6043.67116767727,-12051.3423353545,-11942.8771551598
"188","MSGARCH-3","snorm-snorm-sged",6227.34859883015,-12416.6971976603,-12302.2061741214
"189","MSGARCH-3","std-snorm-sged",6211.58951623388,-12385.1790324678,-12270.6880089289
"190","MSGARCH-3","sstd-snorm-sged",6278.277424684,-12516.554849368,-12396.037982485
"191","MSGARCH-3","ged-snorm-sged",6267.21144099939,-12496.4228819988,-12381.9318584599
"192","MSGARCH-3","sged-snorm-sged",6272.62033746546,-12505.2406749309,-12384.7238080479
"193","MSGARCH-3","norm-std-sged",6065.03241699259,-12094.0648339852,-11985.5996537905
"194","MSGARCH-3","snorm-std-sged",6251.56394687562,-12465.1278937512,-12350.6368702124
"195","MSGARCH-3","std-std-sged",6311.61137466968,-12585.2227493394,-12470.7317258005
"196","MSGARCH-3","sstd-std-sged",6317.78034154852,-12595.560683097,-12475.043816214
"197","MSGARCH-3","ged-std-sged",6284.57663316912,-12531.1532663382,-12416.6622427994
"198","MSGARCH-3","sged-std-sged",6342.96132226383,-12645.9226445277,-12525.4057776446
"199","MSGARCH-3","norm-sstd-sged",6074.72073477601,-12111.441469552,-11996.9504460131
"200","MSGARCH-3","snorm-sstd-sged",6272.33504292025,-12504.6700858405,-12384.1532189575
"201","MSGARCH-3","std-sstd-sged",6320.14247921367,-12600.2849584273,-12479.7680915443
"202","MSGARCH-3","sstd-sstd-sged",6319.68292075653,-12597.3658415131,-12470.8231312859
"203","MSGARCH-3","ged-sstd-sged",6284.57162212717,-12529.1432442543,-12408.6263773713
"204","MSGARCH-3","sged-sstd-sged",6330.46807503803,-12618.9361500761,-12492.3934398489
"205","MSGARCH-3","norm-ged-sged",6094.49620913792,-12152.9924182758,-12044.5272380811
"206","MSGARCH-3","snorm-ged-sged",6271.31775541863,-12504.6355108373,-12390.1444872984
"207","MSGARCH-3","std-ged-sged",6299.86150267114,-12561.7230053423,-12447.2319818034
"208","MSGARCH-3","sstd-ged-sged",6321.4182738117,-12602.8365476234,-12482.3196807404
"209","MSGARCH-3","ged-ged-sged",6282.34615729152,-12526.692314583,-12412.2012910442
"210","MSGARCH-3","sged-ged-sged",6324.85985095211,-12609.7197019042,-12489.2028350212
"211","MSGARCH-3","norm-sged-sged",6119.77905038833,-12201.5581007767,-12087.0670772378
"212","MSGARCH-3","snorm-sged-sged",6268.9673200385,-12497.934640077,-12377.417773194
"213","MSGARCH-3","std-sged-sged",6331.37683893315,-12622.7536778663,-12502.2368109833
"214","MSGARCH-3","sstd-sged-sged",6336.02839551467,-12630.0567910293,-12503.5140808022
"215","MSGARCH-3","ged-sged-sged",6292.91435135037,-12545.8287027007,-12425.3118358177
"216","MSGARCH-3","sged-sged-sged",6345.77834613359,-12649.5566922672,-12523.01398204
