"","MS(1)-norm","MS(2)-sstd-ged","MS(3)-sged-std-sged"," µº ÷µ"
"94",-0.072422304205942,-0.0161004021643012,-0.00805441615835267,-0.00412404608261969
"95",-0.0724470414845024,-0.0161441159853188,-0.0101116596818349,-0.00428271741569271
"96",-0.072455817200836,-0.0161596237580184,-0.0101278887462879,-0.00169812410535569
"97",-0.0724625577942428,-0.0141611415541487,-0.00611956690034243,-0.00175161361782037
"98",-0.0724629231572627,-0.0121514135520895,-0.00612026259157217,-0.00188832697451355
"99",-0.0724634920442975,-0.0121524500175092,-0.00612134581483037,-0.00100951385411002
"100",-0.0724636095722784,-0.0121526641438308,-0.0041112047533709,-0.000198936726826743
"101",-0.028236183043036,-0.00813263715120915,-0.00411192797284365,0.00119049398935229
"102",-0.0282369695191644,-0.00813355806770155,-0.00411287577740893,0.00209608048061992
"103",-0.0282371004656479,-0.0101440503049439,-0.00411303358470927,0.00312710461453477
"104",-0.0282374411556319,-0.012154776491756,-0.00612377724280266,0.00172094532160852
"105",-0.0282377641763856,-0.0101448161250259,-0.00612416100250157,6.39553808442149e-05
"106",-0.0282380057000371,-0.0101450948061623,-0.00411412450820414,0.00142153866038711
"107",-0.0282382447914993,-0.0101453706809265,-0.00411441264406887,-0.000486704456388718
"108",-0.0282384380418856,-0.00813527761994748,-0.00411464553555985,0.000366196902077742
"109",-0.0282386474071916,-0.00813552277419483,-0.00411489784759556,0.000726026007643366
"110",-0.0282388064476273,-0.00813570900102967,-0.00411508951171013,0.000200997048863743
"111",-0.0282388958848399,-0.00813581372665451,-0.00411519729501753,0.000409424025207754
"112",-0.0282390795984295,-0.00813602884427667,-0.00411541869344623,0.00501079773532957
"113",-0.0282402624980429,-0.0181888382234976,-0.0121579836587704,0.00479726568779857
"114",-0.028240258540587,-0.0161785490052397,-0.0121579791601238,0.000721810832323341
"115",-0.0282404498379218,-0.0141684782702962,-0.00813763331274231,0.000808742317873713
"116",-0.0282405251230322,-0.012158282198288,-0.00612744110150909,0.00320586105120348
"117",-0.0282406082878304,-0.01215837673605,-0.00813781884810494,0.00736721833084172
"118",-0.0282408594947481,-0.0161792115957251,-0.0201997608953994,0.00136657767706634
"119",-0.0282408754925196,-0.0141689548579225,-0.0101484061051806,0.00174609504638914
"120",-0.028241255426342,-0.0121591123721361,-0.00813857660858464,0.00118996630123522
"121",-0.0282412554069627,-0.0101488444679994,-0.00813857658589234,0.00315209140470598
"122",-0.0282412570667405,-0.0121591142368624,-0.0101488463831279,0.00439926403928959
"123",-0.0282412516598713,-0.0121591080905925,-0.0141693760367525,0.00261340128746895
"124",-0.0282412505489722,-0.0121591068277755,-0.0101488388626259,0.00166584980779391
"125",-0.0282412505744483,-0.0101488388920215,-0.0101488388920215,0.00334751558181398
"126",-0.0282421166927331,-0.0101498382592731,-0.0121600914185465,0.00604715736290458
"127",-0.0282428716233862,-0.0141711898420551,-0.0202019106054827,0.00733322217463415
"128",-0.0282428609937355,-0.0141711779404805,-0.0282428609937355,0.0107619574158599
"129",-0.0302531216402555,-0.0161814410473897,-0.0443248022331211,0.00702220627734157
"130",-0.030253189263802,-0.0161815169033681,-0.0342736670810688,0.00873445592611838
"131",-0.0302531834948518,-0.016181510432111,-0.0362839005217408,0.00462777347647305
"132",-0.0302538358660644,-0.0141720145590511,-0.0262333805393111,0.00662834955764097
"133",-0.0302606615304224,-0.0141797898810589,-0.028250552574252,0.00324069166763707
"134",-0.0302606592548875,-0.0121696782931828,-0.0222202232719078,0.00261197700883637
"135",-0.0302608386815388,-0.0121698858040056,-0.0202103093051316,0.00180213803166086
"136",-0.0302748051475417,-0.0101761753453362,-0.0182156272662184,0.00392878615369717
"137",-0.0302777161890184,-0.012189405008308,-0.0222384667753694,0.00818238217630842
"138",-0.0302780278553532,-0.0141995723903277,-0.0363074486547377,0.00690601153077662
"139",-0.0302793148045144,-0.0142010383932853,-0.0322890993559182,0.0642939557535555
"140",-0.0383176331809301,-0.0483666325574996,-0.160915425575078,-0.0606394981486789
"141",-0.0443494337754353,-0.0704762140834005,-0.136798041019005,0.0037941420476086
"142",-0.0443542764027816,-0.0423446199650106,-0.102634313098144,-0.00375505772284448
"143",-0.0443646463199581,-0.0302984886698223,-0.0584308039700938,-0.00136749000270069
"144",-0.0423604545365832,-0.0242763138033257,-0.0423604545365832,0.000708805637552232
"145",-0.042360543145243,-0.0202577233973831,-0.0383418486456322,0.0021130080722329
"146",-0.0423605420959914,-0.01824837485384,-0.0383418475556327,0.00234962012080546
"147",-0.0403511944551018,-0.0162390271282169,-0.0363324999006209,0.00417332278788933
"148",-0.0403511904917155,-0.0142296749061803,-0.0383418431389821,0.00772613180665053
"149",-0.0403537774440597,-0.0162422005146508,-0.044372373598961,0.0116663742214343
"150",-0.0403540144466226,-0.0182517852523443,-0.0544190693884359,0.00667302755111019
"151",-0.038345252134782,-0.0162431321697381,-0.040354535767968,0.00852577595300062
"152",-0.0383452424027901,-0.0162431204367757,-0.0403545262178824,0.00631123953022882
"153",-0.0383452704312071,-0.0162431542280448,-0.034326703848814,0.00587467100182227
"154",-0.0383455274278119,-0.0142341855775516,-0.0323176919652468,0.00735435638172425
"155",-0.0383455220643369,-0.0142341790110541,-0.0343269648887898,0.00553209643884087
"156",-0.0363363619260841,-0.0142343213678175,-0.0303085326829207,0.00317598026322919
"157",-0.0363363754836963,-0.0142343376618284,-0.0242807184899501,0.0029332276261095
"158",-0.0363364035258513,-0.0122250957127785,-0.0242807496193149,0.0028089626200447
"159",-0.0363364089849656,-0.0122251023738997,-0.0242807556794327,0.00187307880844191
"160",-0.0363364553900438,-0.0102158842971571,-0.0202622577944211,0.00117747971616378
"161",-0.0343271909965379,-0.0102158968314168,-0.0182529948864572,-0.00290171312652096
"162",-0.0343271905259257,-0.0102158962590504,-0.0122251707812902,-0.00873494139845827
"163",-0.0343271740121613,-0.0202622502736671,-0.0504013725704406,-0.00573123766495274
"164",-0.0343333677811319,-0.0162508987980361,-0.030315041340444,-0.000445040536220451
"165",-0.0343338214094175,-0.0142422709408039,-0.0162514259876652,0.00729731592367329
"166",-0.0343338286838726,-0.0162514344417617,-0.024288054104922,0.00701942828586295
"167",-0.0343338573782177,-0.0162514677892438,-0.0242880853843432,0.00967721356703837
"168",-0.0343338777185846,-0.0162514914280487,-0.0343338777185846,0.00799970528483296
"169",-0.0343340461125026,-0.0162516871290883,-0.0303157441161883,0.00594382342138334
"170",-0.0343341278891363,-0.0142426326420935,-0.0262975297903192,0.00289397455647129
"171",-0.0323250243116964,-0.0142426859083911,-0.0202701320428262,0.00505635245602301
"172",-0.0323251221008871,-0.012233652293925,-0.0222793871974061,0.00482942420023811
"173",-0.0323251173910815,-0.0122336467505253,-0.0242885291348589,0.00317908253173365
"174",-0.0323254498364527,-0.0122340380357853,-0.0202706027560522,0.00424995648630499
"175",-0.0323471521105747,-0.0122595814203714,-0.0223033667654731,0.00455441383277761
"176",-0.0323471525307557,-0.0122595819149207,-0.0223033672228383,0.0054304956031665
"177",-0.0323477146489339,-0.0122602435230419,-0.0263214733111663,0.0062755457731182
"178",-0.0323519182903764,-0.014273863883675,-0.0283345728666651,0.0041340362052259
"179",-0.0323534479165311,-0.0122669915282669,-0.0243188653612254,0.00876955294959694
"180",-0.032355588040031,-0.016286725955756,-0.0383814113216341,0.00623268117001638
"181",-0.0323562863007303,-0.0142789276832889,-0.0303476908987923,0.000704850164567837
"182",-0.0323567129061659,-0.0142794222435727,-0.0162880100949718,-0.00181847430248181
"183",-0.0323570358140022,-0.0102626323156227,-0.0102626323156227,-0.000653722679970026
"184",-0.0303492667510461,-0.0102635867929282,-0.00825501879711643,-0.000329204179971077
"185",-0.0303492963292964,-0.00825505403381466,-0.00825505403381466,0.00185283876916882
"186",-0.0303711654119296,-0.00828110676703875,-0.00828110676703875,0.00269414928297378
"187",-0.0303715854022064,-0.0102897869486382,-0.00828160710328141,0.00158993979355617
"188",-0.030371609352396,-0.0102898150640782,-0.00828163563524642,0.00361793728183206
"189",-0.0303716089226362,-0.0122979939958836,-0.0102898145595778,0.00337496492406496
"190",-0.0303717062530588,-0.0122981065606331,-0.0122981065606331,0.00648517529007285
"191",-0.03038076103253,-0.0143165988791116,-0.0203406596866436,0.00971284765800445
"192",-0.0303810860295228,-0.0163249837101331,-0.0364051298806898,0.00368833470562991
"193",-0.0303811112625383,-0.0143169978367732,-0.0203410403714352,0.00671843499425518
"194",-0.0303811128751048,-0.0143169996736969,-0.0243570704245768,0.00220810089693939
"195",-0.0303812852822312,-0.0123091849161108,-0.0143171960679018,0.00103255744397628
"196",-0.0303812994237926,-0.0123092012711339,-0.0123092012711339,-0.00503239511259983
"197",-0.0303829155512334,-0.014319053156939,-0.016327035956226,-0.00964162635711405
"198",-0.0303855532712556,-0.0183379317158852,-0.040425237900731,-0.0105255256115227
"199",-0.0303858308333691,-0.0163303061422739,-0.0424334234257364,-0.00616441956622729
"200",-0.0303859406584595,-0.0143224991486488,-0.0243621500922804,-0.00785529793970193
"201",-0.024362131960413,-0.0143224795182799,-0.0203462709835598,0.00164797695639513
"202",-0.0243621928171291,-0.0123146159219463,-0.0123146159219463,-0.0103905600171225
"203",-0.0243622660416623,-0.0163305529528317,-0.0283781225860775,-0.0167458166706692
"204",-0.0263701439883337,-0.0223542857523038,-0.0484573642864983,-0.0195978449475071
"205",-0.0263701099228766,-0.0263701099228766,-0.0504652662094003,-0.0094148594001889
"206",-0.0263729581660619,-0.020349312703331,-0.0283808399869723,-0.0113930712621021
"207",-0.0263730318977191,-0.0183415095708281,-0.0263730318977191,-0.00205402474521784
"208",-0.0263730979004055,-0.0143258210658022,-0.016333700538236,-0.000310099536715321
"209",-0.0263731119811486,-0.0123179573306691,-0.0143258365664518,-0.00444299392615837
"210",-0.0263731180562039,-0.0103100849867559,-0.0143258432541178,-0.0028145227129908
"211",-0.0263731625042591,-0.0103101354110202,-0.0103101354110202,0.014534274368667
"212",-0.0263731813906816,-0.0203495471829738,-0.0303889375291537,0.047507476801464
"213",-0.0323963145841304,-0.0464515231413454,-0.132790661421381,0.0257673169468085
"214",-0.0344043847620401,-0.0404280356673474,-0.114719730166136,0.0150010331859715
"215",-0.0344043613028251,-0.0303885931872432,-0.100664535209927,0.00718009406573295
"216",-0.0323977035684357,-0.0223583918036758,-0.0625156388627157,-0.0785455002188508
"217",-0.0444439201265445,-0.0665306145863558,-0.164916798998242,0.00338855864398975
"218",-0.0444446670559941,-0.0444446670559941,-0.132790794105224,-0.00725879791342648
"219",-0.0424368997405065,-0.0323975767531552,-0.0765705978975004,-0.000515721775761058
"220",-0.0424370477439564,-0.0243662922314047,-0.0364134625731058,0.153682556643492
"221",-0.0725507438707256,-0.126766139247888,-0.21712513154316,-0.144303122309243
"222",-0.0906263667058276,-0.178971262392861,-0.217120194621353,0.0374020337535398
"223",-0.0886184157977206,-0.110704683090266,-0.12877526542053,0.00464161734077071
"224",-0.0866139135991277,-0.0665366210868921,-0.108698935362587,0.00197844308605297
"225",-0.0846063800456771,-0.0464596461825171,-0.0625214288617424,-0.000892604988605004
"226",-0.0825994683965274,-0.0364224354881144,-0.0424455267370378,-0.000673680573832952
"227",-0.0805918052400521,-0.0324071003020792,-0.0364224923802436,-0.00075400095219054
"228",-0.0785843039109839,-0.0263843580130669,-0.0344151189204387,-0.000732566235427186
"229",-0.0765766272344119,-0.0223690017142113,-0.0303997610505373,-0.000530597485482257
"230",-0.0745690572126199,-0.0183538363581719,-0.0283922686536091,0.00277015446392389
"231",-0.0725615794167351,-0.0163465186326894,-0.0263849223441261,0.0295316263260587
"232",-0.0705541595055545,-0.0404390527036869,-0.122753677962125,0.00999610973675346
"233",-0.0705541465985893,-0.0324083381100282,-0.0926385620393353,0.0223336133790107
"234",-0.0685487247364245,-0.0344192590181236,-0.0966553435632604,0.0319063047804138
"235",-0.068549973394368,-0.0424513918227805,-0.0966561381637698,0.00265931252273823
"236",-0.0665518498646287,-0.0324270067513346,-0.0605298187269885,0.0230188883881397
"237",-0.0645444607543995,-0.0344342882522424,-0.0926472884230793,-0.0165011089744634
"238",-0.0645453443387167,-0.0304208530568497,-0.0424647911563323,-0.0089984799882827
"239",-0.0625572451012453,-0.0244269090344842,-0.0264337688274716,0.0296491840663034
"240",-0.0625650882173685,-0.0384850385905189,-0.0424983801949939,0.00216769268225888
"241",-0.0605584530138263,-0.0304584035445097,-0.0284517335798886,-0.00802270582376863
"242",-0.058552632533919,-0.0244395751178919,-0.022432924681655,-0.0324259131709503
"243",-0.0585584082041921,-0.042506266906531,-0.0445127845687388,0.0207821549178099
"244",-0.0585615289480665,-0.0364906238174061,-0.0445164075012825,0.000131497586935361
"245",-0.0565562124297649,-0.0304727453950244,-0.0284663248538906,0.00348187475015375
"246",-0.0565563313041026,-0.0264600632570955,-0.0224472275174945,0.00276570867055012
"247",-0.0545512922922538,-0.0224490912485722,-0.0204427036833421,-0.000173434203505064
"248",-0.0525749505025588,-0.0184773463707242,-0.0184773463707242,-0.00721721641145756
"249",-0.0525818298117837,-0.0265091146057683,-0.0184867406962252,0.00140460825322113
"250",-0.0505765882271958,-0.0204927971904501,-0.0144760389831011,0.00579988322536381
"251",-0.0505766097517564,-0.0204928255122403,-0.014476068664337,0.0233137716370826
"252",-0.0485709030738146,-0.0345317862891783,-0.0806603128672689,0.0756118042608015
"253",-0.0565920027320219,-0.0726369328494514,-0.158878432230635,-0.00262478005340349
"254",-0.0545871879947881,-0.0505759906974064,-0.120771943401587,0.0141073552534088
"255",-0.054587150821231,-0.0385423550956938,-0.0987103390664581,0.00724627078768176
"256",-0.052581609735689,-0.0305200294234336,-0.0606040025765093,0.00926931362377366
"257",-0.0525816581924263,-0.0265088950068058,-0.0445592695199277,-0.0136379757326588
"258",-0.0505760239332418,-0.0245032505963838,-0.0365368382903184,-0.0398668575778983
"259",-0.0525813130509099,-0.0465644992793413,-0.100715823223459,-0.00545010448305543
"260",-0.050575720917071,-0.0345308862908558,-0.050575720917071,0.0318232563489164
"261",-0.0505754898868189,-0.0425530531185323,-0.0786540185758224,-0.00645286401983443
"262",-0.0505754798190798,-0.0305193857788393,-0.0365362139909113,0.0164765757193436
"263",-0.0505785687553755,-0.0305231250175129,-0.0405508468864442,-0.0149128558563578
"264",-0.0486253211091676,-0.0265761941109901,-0.030585126292477,0.000625533665982735
"265",-0.0486510540173168,-0.024603827833505,-0.024603827833505,0.0221373251788127
"266",-0.0467174800003058,-0.0326998815039541,-0.0347023955748613,-0.0160152848219641
"267",-0.0462940849239131,-0.0283985724403687,-0.0269072797334067,-0.017196659508456
"268",-0.0462833509393029,-0.0283890951173714,-0.0268979071322104,-0.0108639644929107
"269",-0.0447921678834988,-0.0239155354113341,-0.022424347377608,-0.00685637655694851
"270",-0.0447920045949092,-0.0209330217953656,-0.0194418353703941,0.0103610900457377
"271",-0.0432740982704701,-0.0209102899405947,-0.0194193693852697,0.005048406569478
"272",-0.043273849284771,-0.0194191600390848,-0.016437323883374,0.00579817654141407
"273",-0.0417828949407272,-0.0179282115267899,-0.0164372938134189,0.0169797171133745
"274",-0.041759790604964,-0.0283436210240402,-0.0298343065330317,0.0346692442397505
"275",-0.0432495769955482,-0.0417589004330085,-0.0775351379339622,0.00849277700545538
"276",-0.0417575161149329,-0.0313228775663661,-0.0492108293639092,0.0102694249674094
"277",-0.0417575052193606,-0.0268508798164404,-0.0372855175984845,0.0408613533252533
"278",-0.0432489259432669,-0.0462302661120821,-0.0969130489819399,0.0146869572618645
"279",-0.0432486193565066,-0.0357952841875413,-0.0879686303702981,0.00873753522872278
"280",-0.0432425741700743,-0.0283365053432315,-0.0566580361142327,0.0186344358186619
"281",-0.0417453789491912,-0.0298210536033511,-0.0700656516455614,0.0155187313328929
"282",-0.0417454832331509,-0.0283306077863608,-0.065594150694111,0.00618100882263377
"283",-0.0417454061413038,-0.0223683739015754,-0.0372737833167511,0.0174538092550531
"284",-0.0402549677286801,-0.0268400898868997,-0.0670847234122411,0.00842652681660601
"285",-0.0402549725259737,-0.0238590101836147,-0.0402549725259737,0.00205213790846331
"286",-0.0387643718386941,-0.0208778746844308,-0.0208778746844308,0.00189914627189564
"287",-0.0387641552011885,-0.0178966062948052,-0.0178966062948052,0.00786501806219835
"288",-0.0387641753129275,-0.0193871629325778,-0.02534932058807,0.00866206157168867
"289",-0.0372736268375823,-0.0208776943178927,-0.0238587729578362,0.00100286683309136
"290",-0.0372734790538164,-0.017896487802877,-0.0149154122258094,-0.00134103747046656
"291",-0.0357827753575447,-0.0149152706396247,-0.0119341985370647,-0.0212219001459511
"292",-0.0357828447484888,-0.0328017711927153,-0.135648808866901,0.0177929027872824
"293",-0.0357829817003062,-0.0298208288525574,-0.11329096872104,0.00427565524383542
"294",-0.0357829901281307,-0.0238586837266375,-0.0641032178316773,0.00804345158988794
"295",-0.0357829886824464,-0.0208776058319604,-0.0387640652525436,-0.0144787657292198
"296",-0.0357830942630619,-0.0238587791382237,-0.0387641730442715,-0.00977644183063684
"297",-0.0342926038874193,-0.0208777447038846,-0.0253493644317294,-0.00424225327966634
"298",-0.0342925910655038,-0.017896653555904,-0.0164061137823039,-0.00967728085590833
"299",-0.0342925987582479,-0.0193872002082009,-0.0178966603531963,-0.00259965836753289
"300",-0.032802030987741,-0.0164060958668663,-0.0134250167539799,-0.000119669664228215
"301",-0.0328020074793623,-0.0178966144291958,-0.0119344572091291,-0.00284101420163074
"302",-0.0328019900086153,-0.0149155205906503,-0.0104439032361591,0.0139501652813631
"303",-0.0328019311881196,-0.0298208542099845,-0.0208776232755793,0.00499121294859747
"304",-0.0328019395790081,-0.0238587081061501,-0.0208776309485308,0.0530250578080555
"305",-0.0372749510069204,-0.050689928384325,-0.0566521405520604,0.00495741847792233
"306",-0.0372749512673025,-0.0372749512673025,-0.0357843982226704,0.0133994044939968
"307",-0.0372749586701006,-0.0313127461847205,-0.0328032993060655,-0.00790954267588654
"308",-0.0372749355406564,-0.0238599596057013,-0.0268410653690248,0.00964003041552432
"309",-0.0357844228442409,-0.0223694431221946,-0.0268411030295433,0.00608576046527185
"310",-0.0357834361691461,-0.0193874634906409,-0.0268401783445069,0.00487738295826277
"311",-0.0357833395760516,-0.0178968360641253,-0.0253495458607612,0.00463589935881812
"312",-0.0342673669132281,-0.0178743655483375,-0.0253257298051059,0.00144691118502367
"313",-0.0342625768175673,-0.0163799108674387,-0.0208505773549709,0.00642022206124953
"314",-0.0342559025696001,-0.0193543872141192,-0.0268051448918597,0.0107914019145253
"315",-0.0327655297562515,-0.0223344855736672,-0.0282950822494297,0.00685781423884025
"316",-0.0327655202677724,-0.020844327728096,-0.0268049239979341,0.00868416113597856
"317",-0.0327620170338137,-0.0193510126363636,-0.026801570634947,0.00764571590491139
"318",-0.0327594585293304,-0.0193487004050391,-0.0253090373491686,-0.00300120755611562
"319",-0.0312693468051901,-0.0163685074165538,-0.0193486752942811,-0.0159688466559237
"320",-0.0327595406584386,-0.0282892853151829,-0.0327595406584386,-0.0285779753341091
"321",-0.0342499762666886,-0.0357400650900366,-0.0417004203834285,-0.0296008291974513
"322",-0.0342504197137152,-0.0387207002614425,-0.0431909808091698,-0.0233473535316332
"323",-0.0357407900363634,-0.0357407900363634,-0.0372308864507724,-0.00839505744316747
"324",-0.0357408092294942,-0.0268002295371891,-0.0268002295371891,0.0277706910975773
"325",-0.0357411827232339,-0.0357411827232339,-0.0372312832495473,0.0324562967283296
"326",-0.0372317783809869,-0.0417020953526144,-0.0417020953526144,-0.0149619403896334
"327",-0.0372318973076609,-0.0312714697492212,-0.0297813628596113,-0.0383259453683414
