Date,O/N,1W,2W,1M,3M,6M,9M,1Y
2012/12/27,2.2925,3.9910,4.5880,4.8605,3.8961,4.1000,4.2600,4.4003
2012/12/28,2.2860,4.0670,4.5930,4.8630,3.8965,4.1000,4.2600,4.4002
2012/12/31,3.8660,4.5800,4.6820,4.8990,3.8996,4.1000,4.2600,4.4002
2013/1/4,2.5570,4.0480,4.1620,4.2030,3.9000,4.1000,4.2600,4.4004
2013/1/5,2.3040,3.8010,4.0340,4.1640,3.9016,4.1000,4.2600,4.4004
2013/1/6,2.1990,3.6000,3.8710,4.0190,3.9026,4.1000,4.2600,4.4004
2013/1/7,2.1529,3.2000,3.3000,4.0120,3.9028,4.1000,4.2600,4.4004
2013/1/8,2.1450,3.1500,3.2050,3.9900,3.9029,4.1000,4.2600,4.4004
2013/1/9,2.1070,3.0245,3.0300,3.9080,3.9031,4.1000,4.2600,4.4002
2013/1/10,2.1080,2.9990,3.0140,3.7627,3.9024,4.1000,4.2600,4.4004
2013/1/11,2.1040,2.7460,2.8840,3.7770,3.9043,4.1000,4.2600,4.4002
2013/1/14,2.0780,2.7940,2.8270,3.7910,3.9058,4.1003,4.2600,4.4003
2013/1/15,2.1050,2.8710,2.7900,3.7028,3.9047,4.1001,4.2600,4.4002
2013/1/16,2.0710,2.7880,2.7910,3.6885,3.9029,4.1012,4.2600,4.4003
2013/1/17,2.0290,2.8050,2.8220,3.7370,3.9026,4.1005,4.2600,4.4003
2013/1/18,1.9790,2.8900,2.9500,3.7785,3.8942,4.1001,4.2600,4.4001
2013/1/21,1.9580,2.9910,2.8890,3.6829,3.8861,4.1000,4.2600,4.4000
2013/1/22,1.9270,2.9940,2.9085,3.8300,3.8839,4.1000,4.2600,4.4000
2013/1/23,1.9409,2.9848,2.9440,3.7920,3.8800,4.1000,4.2600,4.4000
2013/1/24,2.0665,2.8240,2.9580,3.8580,3.8804,4.1000,4.2600,4.4000
2013/1/25,2.1030,2.6980,2.9510,3.9350,3.8831,4.1000,4.2600,4.4000
2013/1/28,2.1000,2.9920,3.7310,4.0160,3.8863,4.1001,4.2600,4.4000
2013/1/29,2.1000,3.0995,3.6520,3.9970,3.8872,4.1000,4.2600,4.4000
2013/1/30,2.1000,3.2360,3.4180,4.0850,3.8876,4.1001,4.2600,4.4000
2013/1/31,2.3100,3.2330,3.5720,4.1990,3.8878,4.1007,4.2600,4.4000
2013/2/1,2.6745,3.3400,3.6480,4.1760,3.8883,4.1001,4.2600,4.4000
2013/2/4,2.8330,3.4000,3.8500,4.2530,3.8890,4.1002,4.2600,4.4000
2013/2/5,3.2500,3.3380,4.0390,4.1555,3.8913,4.1007,4.2600,4.4000
2013/2/6,3.5960,3.6960,4.1330,4.1035,3.8929,4.1003,4.2600,4.4000
2013/2/7,3.6463,4.1000,4.1810,4.1450,3.8937,4.1003,4.2600,4.4000
2013/2/8,2.7150,3.5130,3.7930,4.0450,3.8916,4.1003,4.2600,4.4000
2013/2/16,1.9800,2.8310,3.2600,3.9000,3.8933,4.1000,4.2600,4.4000
2013/2/17,1.8990,2.9860,2.9330,3.6670,3.8892,4.1000,4.2600,4.4000
2013/2/18,1.8660,2.9286,2.7790,3.5820,3.8860,4.1000,4.2600,4.4000
2013/2/19,1.8693,2.9490,2.9800,3.4536,3.8817,4.1000,4.2600,4.4000
2013/2/20,1.8798,2.9490,2.9988,3.3646,3.8800,4.1000,4.2600,4.4000
2013/2/21,2.0180,2.9980,3.0500,3.2801,3.8800,4.1000,4.2600,4.4000
2013/2/22,2.2000,3.0910,3.0320,3.2780,3.8798,4.1003,4.2600,4.4000
2013/2/25,2.3860,3.3100,3.3380,3.2713,3.8800,4.1003,4.2600,4.4000
2013/2/26,3.6900,3.8110,4.1890,4.4050,3.8842,4.1005,4.2600,4.4000
2013/2/27,3.9320,4.2250,4.8210,4.3840,3.8866,4.1010,4.2600,4.4000
2013/2/28,4.0110,4.2670,4.8650,4.4901,3.8946,4.1017,4.2601,4.4000
2013/3/1,4.1360,4.4760,4.8110,4.4505,3.8946,4.1024,4.2601,4.4000
2013/3/4,3.2935,4.3130,4.3920,4.2810,3.8920,4.1004,4.2600,4.4000
2013/3/5,3.0180,3.1890,3.4249,3.8060,3.8918,4.1002,4.2600,4.4000
2013/3/6,2.8580,2.9980,3.2000,3.6279,3.8866,4.1001,4.2600,4.4000
2013/3/7,2.4860,2.5190,3.0370,3.5335,3.8837,4.1001,4.2600,4.4000
2013/3/8,2.4680,2.4960,2.8580,3.4425,3.8812,4.1001,4.2600,4.4000
2013/3/11,2.2315,2.9980,2.7391,3.4220,3.8816,4.1001,4.2600,4.4000
2013/3/12,2.0950,3.0700,2.7050,3.3400,3.8822,4.1001,4.2600,4.4000
2013/3/13,2.0720,3.0350,2.9240,3.3301,3.8833,4.1001,4.2600,4.4000
2013/3/14,2.0570,3.0840,3.0900,3.3180,3.8821,4.1001,4.2600,4.4000
2013/3/15,2.0640,3.3905,3.1280,3.2920,3.8836,4.1001,4.2600,4.4000
2013/3/18,2.5240,3.0860,3.3400,3.2612,3.8801,4.1001,4.2600,4.4000
2013/3/19,2.2480,2.9730,3.3830,3.2782,3.8802,4.1001,4.2600,4.4000
2013/3/20,2.0510,3.2780,3.5110,3.5910,3.8804,4.1001,4.2600,4.4000
2013/3/21,1.9380,3.0400,3.5840,3.3600,3.8794,4.1001,4.2600,4.4000
2013/3/22,1.8070,2.9790,3.7690,3.3245,3.8801,4.1001,4.2600,4.4000
2013/3/25,1.6841,2.9230,3.3410,3.2985,3.8801,4.1000,4.2600,4.4000
2013/3/26,1.6740,3.0250,3.6600,3.2473,3.8802,4.1000,4.2600,4.4000
2013/3/27,1.7410,2.8490,3.9340,3.2770,3.8811,4.1000,4.2600,4.4000
2013/3/28,1.7500,3.1770,3.8490,3.3510,3.8814,4.1000,4.2600,4.4000
2013/3/29,2.6840,3.3940,3.4450,3.4000,3.8805,4.1000,4.2600,4.4000
2013/4/1,1.9915,3.4040,3.4060,3.4340,3.8804,4.1000,4.2600,4.4000
2013/4/2,2.0190,3.4070,3.4500,3.4245,3.8804,4.1000,4.2600,4.4000
2013/4/3,2.0930,3.2970,3.4900,3.3520,3.8804,4.1000,4.2600,4.4000
2013/4/7,2.0330,3.3230,3.2900,3.3308,3.8814,4.1000,4.2600,4.4000
2013/4/8,2.1808,3.2790,3.1070,3.3065,3.8818,4.1000,4.2600,4.4000
2013/4/9,2.1400,3.2880,3.0823,3.2760,3.8812,4.1000,4.2600,4.4000
2013/4/10,2.1235,3.2170,3.1960,3.3033,3.8818,4.1000,4.2600,4.4000
2013/4/11,2.0669,3.0350,3.1870,3.2680,3.8803,4.1000,4.2600,4.4000
2013/4/12,2.0238,2.9700,3.1380,3.2358,3.8803,4.1000,4.2600,4.4000
2013/4/15,2.0533,2.9810,3.0490,3.2128,3.8802,4.1000,4.2600,4.4000
2013/4/16,2.0170,3.0440,3.0500,3.2593,3.8803,4.1000,4.2600,4.4000
2013/4/17,2.0138,3.0130,3.0980,3.3020,3.8803,4.1000,4.2600,4.4000
2013/4/18,2.2080,2.8950,3.4390,3.3360,3.8803,4.1000,4.2600,4.4000
2013/4/19,2.5030,3.0850,3.5000,3.7970,3.8813,4.1000,4.2600,4.4000
2013/4/22,2.6370,3.1230,3.5610,4.1090,3.8828,4.1000,4.2600,4.4000
2013/4/23,2.9700,3.5700,4.1070,4.3030,3.8844,4.1000,4.2600,4.4000
2013/4/24,4.0610,4.7540,4.6360,4.6670,3.8837,4.1000,4.2600,4.4000
2013/4/25,4.2910,5.0210,4.8510,4.2940,3.8857,4.1000,4.2600,4.4000
2013/4/26,3.0000,3.5270,4.0170,3.9000,3.8843,4.1000,4.2600,4.4000
2013/4/27,3.0160,3.5200,3.5440,3.5850,3.8821,4.1000,4.2600,4.4000
2013/4/28,2.8300,3.0300,3.2370,3.4420,3.8821,4.1000,4.2600,4.4000
2013/5/2,2.8000,2.9190,3.0100,3.3000,3.8830,4.1000,4.2600,4.4000
2013/5/3,3.0000,3.2370,3.0000,3.2330,3.8814,4.1000,4.2600,4.4000
2013/5/6,2.7800,3.2210,3.0670,3.2330,3.8810,4.1000,4.2600,4.4000
2013/5/7,2.3600,3.1760,3.1500,3.2500,3.8808,4.1000,4.2600,4.4000
2013/5/8,2.1100,2.9840,3.0600,3.2565,3.8804,4.1000,4.2600,4.4000
2013/5/9,2.1100,3.1060,3.1000,3.2725,3.8803,4.1000,4.2600,4.4000
2013/5/10,2.1400,2.9710,2.9935,3.2740,3.8802,4.1000,4.2600,4.4000
2013/5/13,2.1573,2.9010,3.0360,3.3180,3.8800,4.1000,4.2600,4.4000
2013/5/14,2.2400,2.7740,2.9690,3.3100,3.8803,4.1000,4.2600,4.4000
2013/5/15,2.2445,2.7670,2.9000,3.2530,3.8803,4.1000,4.2600,4.4000
2013/5/16,2.7020,3.1920,3.1800,3.4000,3.8805,4.1000,4.2600,4.4000
2013/5/17,2.8439,3.5858,3.3470,3.9670,3.8823,4.1000,4.2600,4.4000
2013/5/20,2.9570,4.2300,4.2200,4.5170,3.8831,4.1000,4.2600,4.4000
2013/5/21,3.3600,4.3750,4.3840,4.5120,3.8834,4.1000,4.2600,4.4000
2013/5/22,3.4240,3.9520,4.5090,4.4560,3.8852,4.1000,4.2600,4.4000
2013/5/23,3.6810,4.1920,4.7690,4.6350,3.8847,4.1000,4.2600,4.4000
2013/5/24,3.5040,4.1510,4.2380,4.5950,3.8838,4.1000,4.2600,4.4000
2013/5/27,3.5600,4.0800,3.8510,4.3910,3.8834,4.1000,4.2600,4.4000
2013/5/28,3.3500,3.5030,3.6945,4.1457,3.8848,4.1000,4.2600,4.4000
2013/5/29,3.0500,3.6700,3.8000,3.6800,3.8821,4.1000,4.2600,4.4000
2013/5/30,3.3900,4.1440,4.0210,3.7500,3.8818,4.1000,4.2600,4.4000
2013/5/31,4.5010,4.7810,4.7380,4.0160,3.8821,4.1000,4.2600,4.4000
2013/6/3,4.5990,4.6280,4.7980,4.5010,3.8834,4.1000,4.2600,4.4000
2013/6/4,4.5170,4.7160,4.8080,4.3805,3.8835,4.1000,4.2600,4.4000
2013/6/5,4.6230,4.7390,4.8730,4.5120,3.8838,4.1000,4.2600,4.4000
2013/6/6,5.9820,5.1370,5.2420,5.0900,3.8938,4.1000,4.2600,4.4000
2013/6/7,8.2940,6.6570,7.7400,6.3415,4.5740,4.1000,4.2600,4.4000
2013/6/8,9.5810,7.6030,8.1970,6.6460,5.1080,4.1000,4.2600,4.4000
2013/6/9,7.4900,6.6120,7.9500,6.8110,5.1450,4.1000,4.2600,4.4000
2013/6/13,6.6910,6.0800,7.0130,6.9620,5.2050,4.1000,4.2600,4.4000
2013/6/14,6.9680,6.8110,7.5220,7.2100,5.2900,4.1001,4.2600,4.4000
2013/6/17,4.8130,6.8480,5.9440,7.2820,5.3190,4.1000,4.2600,4.4000
2013/6/18,5.5960,6.7030,5.7100,7.1780,5.3290,4.1026,4.2610,4.4000
2013/6/19,7.6600,8.0750,7.8390,7.6150,5.4080,4.1032,4.2611,4.4000
2013/6/20,13.4440,11.0040,7.5940,9.3990,5.8030,4.2425,4.2674,4.4005
2013/6/21,8.4920,8.5430,8.5660,9.6980,5.7900,4.2591,4.2844,4.4156
2013/6/24,6.4890,7.3110,7.0890,7.3550,5.7240,4.2450,4.2856,4.4210
2013/6/25,5.7360,7.6440,6.7730,8.4180,5.6410,4.2551,4.3025,4.4295
2013/6/26,5.5530,7.2010,7.1030,8.5450,5.5820,4.2444,4.2933,4.4215
2013/6/27,5.5610,6.6840,6.6680,8.3840,5.5390,4.2425,4.2898,4.4198
2013/6/28,4.9410,6.1630,6.3310,7.3500,5.4390,4.2412,4.2863,4.4148
2013/7/1,4.4560,5.4230,6.0400,6.8800,5.2950,4.2390,4.2820,4.4125
2013/7/2,3.7860,4.7500,5.0740,5.8000,5.2110,4.2344,4.2808,4.4070
2013/7/3,3.4000,4.2420,4.6580,5.2000,5.1480,4.2300,4.2796,4.4022
2013/7/4,3.3480,3.9380,4.4640,5.1020,5.0290,4.2287,4.2776,4.4000
2013/7/5,3.3800,3.8160,4.2950,4.7885,4.9390,4.2273,4.2749,4.4000
2013/7/8,3.2560,3.6560,3.6860,4.3000,4.7940,4.2238,4.2741,4.4000
2013/7/9,3.2490,3.5960,3.6040,4.2980,4.7230,4.2215,4.2720,4.4000
2013/7/10,3.2510,3.5900,3.8500,4.2690,4.7040,4.2200,4.2707,4.4000
2013/7/11,3.3547,3.8100,3.9060,4.3510,4.6955,4.2199,4.2705,4.4000
2013/7/12,3.3000,3.8000,3.9280,4.1280,4.6910,4.2189,4.2704,4.4000
2013/7/15,3.2998,3.8090,3.9400,4.2705,4.6785,4.2185,4.2701,4.4000
2013/7/16,3.0130,3.7060,4.0000,4.4240,4.6703,4.2176,4.2700,4.4000
2013/7/17,2.9680,3.5960,3.9920,4.5300,4.6620,4.2166,4.2700,4.4000
2013/7/18,2.9980,3.6340,3.9960,4.6100,4.6578,4.2173,4.2700,4.4000
2013/7/19,3.0400,3.7450,4.0570,4.6690,4.6525,4.2173,4.2700,4.4000
2013/7/22,3.1035,3.9250,4.0990,4.8060,4.6515,4.2173,4.2700,4.4000
2013/7/23,3.1355,3.9590,4.1100,4.9900,4.6517,4.2173,4.2700,4.4000
2013/7/24,3.2300,4.0110,4.1310,5.2930,4.6610,4.2189,4.2700,4.4000
2013/7/25,3.3495,4.1320,4.2580,5.4680,4.6601,4.2185,4.2700,4.4000
2013/7/26,3.5500,4.3510,4.6200,5.7220,4.6670,4.2189,4.2700,4.4000
2013/7/29,3.7030,5.0570,5.5000,5.9880,4.6710,4.2201,4.2700,4.4000
2013/7/30,3.6410,4.9720,5.3400,5.8890,4.6670,4.2203,4.2700,4.4000
2013/7/31,3.6990,4.9710,5.4530,5.3400,4.6645,4.2199,4.2700,4.4000
2013/8/1,3.5490,4.5450,5.3600,4.8460,4.6635,4.2193,4.2700,4.4000
2013/8/2,3.2539,4.3140,4.5500,4.6420,4.6595,4.2198,4.2700,4.4000
2013/8/5,3.1000,4.3560,4.3100,4.5750,4.6550,4.2198,4.2700,4.4000
2013/8/6,3.1000,4.0660,4.5490,4.6005,4.6538,4.2193,4.2700,4.4000
2013/8/7,3.1005,3.8730,4.3610,4.5800,4.6515,4.2197,4.2700,4.4000
2013/8/8,3.1641,3.7585,4.4200,4.5950,4.6504,4.2198,4.2700,4.4000
2013/8/9,2.9140,3.6400,4.3000,4.5350,4.6501,4.2198,4.2700,4.4000
2013/8/12,2.9645,3.6480,4.1680,4.5000,4.6500,4.2200,4.2700,4.4000
2013/8/13,3.2253,3.7020,4.1600,4.5240,4.6500,4.2198,4.2700,4.4000
2013/8/14,3.4350,3.8550,4.1600,4.5050,4.6500,4.2198,4.2700,4.4000
2013/8/15,3.2830,3.9940,4.1190,4.5170,4.6502,4.2198,4.2700,4.4000
2013/8/16,3.2090,3.7720,3.8230,4.5600,4.6503,4.2198,4.2700,4.4000
2013/8/19,3.4030,4.0920,5.1560,4.9250,4.6573,4.2198,4.2700,4.4000
2013/8/20,3.8540,4.4280,5.4670,5.2180,4.6636,4.2198,4.2701,4.4000
2013/8/21,3.5170,4.2190,5.4000,5.0400,4.6580,4.2198,4.2700,4.4000
2013/8/22,3.3570,4.1150,5.0460,4.9680,4.6620,4.2198,4.2700,4.4000
2013/8/23,3.2650,4.1490,5.1710,5.0160,4.6620,4.2198,4.2700,4.4000
2013/8/26,3.0370,4.0230,5.1960,5.0070,4.6619,4.2198,4.2701,4.4000
2013/8/27,3.0060,4.2090,5.3820,4.9740,4.6609,4.2198,4.2701,4.4000
2013/8/28,3.0980,4.2590,5.0150,4.9290,4.6586,4.2198,4.2701,4.4000
2013/8/29,2.9570,4.3180,4.4000,4.9030,4.6580,4.2198,4.2701,4.4000
2013/8/30,3.0340,3.7355,4.3110,4.8050,4.6572,4.2198,4.2701,4.4000
2013/9/2,3.0188,3.7420,4.1500,4.6000,4.6561,4.2198,4.2701,4.4000
2013/9/3,3.0006,3.7500,3.7630,4.5230,4.6558,4.2198,4.2701,4.4000
2013/9/4,3.0050,3.4980,3.7470,4.5810,4.6566,4.2198,4.2701,4.4000
2013/9/5,2.8900,3.4560,3.7050,4.5740,4.6566,4.2200,4.2703,4.4000
2013/9/6,2.9500,3.4690,3.7160,4.4840,4.6573,4.2198,4.2700,4.4000
2013/9/9,2.9200,3.5540,3.7140,4.5980,4.6564,4.2198,4.2700,4.4000
2013/9/10,2.8955,3.6250,3.7460,4.8620,4.6549,4.2198,4.2700,4.4000
2013/9/11,3.0140,3.4820,3.7670,5.1380,4.6559,4.2198,4.2700,4.4000
2013/9/12,2.9670,3.4940,3.8000,5.3740,4.6563,4.2198,4.2700,4.4000
2013/9/13,2.9790,3.5700,3.8520,5.4834,4.6571,4.2200,4.2700,4.4000
2013/9/16,3.0080,3.4690,3.5920,5.6700,4.6569,4.2200,4.2700,4.4000
2013/9/17,3.4930,3.5830,3.6400,5.8360,4.6579,4.2200,4.2700,4.4000
2013/9/18,3.5570,3.7490,3.9325,5.9130,4.6584,4.2200,4.2700,4.4000
2013/9/22,3.5730,3.9910,4.0070,5.9480,4.6617,4.2200,4.2700,4.4000
2013/9/23,3.8150,4.2320,4.3500,6.0040,4.6717,4.2200,4.2700,4.4000
2013/9/24,3.6144,4.4400,4.8033,6.1089,4.6731,4.2200,4.2700,4.4000
2013/9/25,3.3470,3.9160,5.1825,5.8560,4.6715,4.2200,4.2700,4.4000
2013/9/26,3.1120,4.0550,5.5710,5.4350,4.6732,4.2200,4.2700,4.4000
2013/9/27,3.1477,3.6460,5.6528,5.3300,4.6722,4.2200,4.2700,4.4000
2013/9/29,3.1500,3.7490,5.7780,5.3000,4.6732,4.2200,4.2700,4.4000
2013/9/30,3.1260,4.2030,4.7740,5.3000,4.6704,4.2200,4.2700,4.4000
2013/10/8,3.0520,4.3930,4.7800,5.1780,4.6685,4.2200,4.2700,4.4000
2013/10/9,3.2320,4.5020,4.8160,5.2130,4.6682,4.2200,4.2700,4.4000
2013/10/10,3.3280,4.4800,4.9390,5.1000,4.6681,4.2200,4.2700,4.4000
2013/10/11,3.1000,4.2600,4.8470,5.0000,4.6679,4.2200,4.2700,4.4000
2013/10/12,3.0270,4.2460,4.7980,4.8050,4.6673,4.2200,4.2700,4.4000
2013/10/14,3.1130,3.8550,4.6500,4.8500,4.6661,4.2200,4.2700,4.4000
2013/10/15,3.1170,3.8450,3.8830,4.7130,4.6655,4.2200,4.2700,4.4000
2013/10/16,3.0550,3.3140,3.3570,4.8570,4.6654,4.2200,4.2700,4.4000
2013/10/17,3.0380,3.3500,3.3910,4.7300,4.6681,4.2200,4.2700,4.4000
2013/10/18,3.0010,3.4850,3.5730,4.6130,4.6695,4.2200,4.2700,4.4000
2013/10/21,3.0600,3.5480,3.6700,4.6830,4.6775,4.2200,4.2700,4.4000
2013/10/22,3.0520,3.5580,3.6000,4.7070,4.6813,4.2200,4.2700,4.4000
2013/10/23,3.7800,3.9920,3.8710,4.8140,4.6843,4.2200,4.2700,4.4000
2013/10/24,4.0880,4.6800,4.8820,5.4000,4.6876,4.2201,4.2700,4.4000
2013/10/25,4.3670,4.8910,5.8620,6.4220,4.6910,4.2201,4.2700,4.4000
2013/10/28,4.4340,4.8940,6.3960,6.4770,4.6975,4.2201,4.2700,4.4000
2013/10/29,4.4460,4.9470,6.4520,6.1620,4.6966,4.2200,4.2700,4.4000
2013/10/30,5.2300,5.5930,6.3490,5.9240,4.6965,4.2195,4.2700,4.4000
2013/10/31,4.5900,4.9930,5.5100,5.3340,4.6948,4.2200,4.2700,4.4000
2013/11/1,4.2883,4.6100,5.0300,5.1620,4.6925,4.2200,4.2700,4.4000
2013/11/4,4.0971,4.4230,4.5000,4.6050,4.6921,4.2200,4.2700,4.4000
2013/11/5,3.9147,4.2320,4.5570,4.6155,4.6930,4.2200,4.2700,4.4000
2013/11/6,3.6600,3.8660,4.5500,4.8690,4.6926,4.2200,4.2700,4.4000
2013/11/7,3.7300,3.8910,4.5520,4.9740,4.6933,4.2204,4.2700,4.4000
2013/11/8,3.7610,3.9390,4.5805,5.0770,4.6944,4.2201,4.2700,4.4000
2013/11/11,3.6000,3.7800,4.4580,5.2690,4.6962,4.2200,4.2700,4.4000
2013/11/12,3.3290,3.5450,4.3050,4.8650,4.6978,4.2200,4.2700,4.4000
2013/11/13,3.3360,3.6350,4.3590,5.2510,4.6990,4.2200,4.2700,4.4000
2013/11/14,4.1880,4.1930,4.4850,5.3250,4.6997,4.2202,4.2700,4.4000
2013/11/15,4.4540,5.3110,5.9020,5.9490,4.7060,4.2207,4.2700,4.4000
2013/11/18,4.5130,5.3570,6.1980,6.4050,4.7095,4.2206,4.2700,4.4000
2013/11/19,4.0750,4.8300,5.5320,6.1210,4.7100,4.2206,4.2700,4.4000
2013/11/20,4.0570,4.7510,5.4300,6.1790,4.7092,4.2207,4.2700,4.4000
2013/11/21,3.8890,4.7080,5.5990,6.2830,4.7110,4.2207,4.2700,4.4000
2013/11/22,3.8990,4.7630,5.9160,6.3780,4.7118,4.2207,4.2700,4.4000
2013/11/25,3.8470,4.7400,6.1650,6.3780,4.7132,4.2207,4.2700,4.4000
2013/11/26,3.7460,4.6775,5.9500,6.5820,4.7156,4.2207,4.2700,4.4000
2013/11/27,3.7640,4.6630,5.9680,6.7040,4.7211,4.2207,4.2700,4.4000
2013/11/28,3.7460,4.8230,6.2950,6.5550,4.7181,4.2207,4.2700,4.4000
2013/11/29,3.7260,4.6660,6.0660,6.3650,4.7229,4.2207,4.2700,4.4000
2013/12/2,3.7480,4.5710,5.9300,6.2630,4.7197,4.2207,4.2700,4.4000
2013/12/3,3.7250,4.6000,5.9130,6.2800,4.7365,4.2216,4.2701,4.4000
2013/12/4,3.7235,4.5770,5.7500,6.2350,4.7778,4.2320,4.2706,4.4000
2013/12/5,3.7030,4.5580,5.5090,6.0800,4.8850,4.2432,4.2707,4.4000
2013/12/6,3.7000,4.5500,5.0580,5.5960,5.1670,4.2513,4.2739,4.4050
2013/12/9,3.6200,4.4850,4.8820,5.4500,5.2581,4.3302,4.3553,4.4689
2013/12/10,3.5580,4.4440,4.7200,5.2960,5.3380,4.3995,4.4319,4.5237
2013/12/11,3.5100,4.3290,4.5500,5.2380,5.3320,4.4612,4.4969,4.5771
2013/12/12,3.4600,4.3050,4.5100,5.4155,5.3222,4.5197,4.5547,4.6247
2013/12/13,3.4321,4.3000,4.4100,5.4230,5.3350,4.5736,4.6072,4.6657
2013/12/16,3.4470,4.3580,4.3890,5.5570,5.3310,4.6207,4.6553,4.7045
2013/12/17,3.4700,4.4590,4.5520,6.2350,5.3537,4.6608,4.6957,4.7335
2013/12/18,3.5880,5.9020,5.0790,6.7650,5.3850,4.7054,4.7423,4.7634
2013/12/19,3.8460,6.4720,6.2180,7.1012,5.4239,4.7487,4.7816,4.8013
2013/12/20,3.9270,7.6540,7.0030,7.5300,5.4580,4.7818,4.8135,4.8353
2013/12/23,4.5150,8.8430,8.2460,7.6560,5.5160,4.8151,4.8422,4.8656
2013/12/24,4.1450,6.1970,5.7610,6.6050,5.5174,4.8369,4.8622,4.8856
2013/12/25,4.0500,5.6160,5.9410,6.5090,5.5220,4.8588,4.8823,4.9034
2013/12/26,4.0010,5.3290,6.1400,6.5700,5.5380,4.8763,4.8982,4.9203
2013/12/27,3.5130,5.0670,5.9490,6.4920,5.5465,4.8942,4.9142,4.9361
2013/12/30,3.2050,4.8410,5.9070,6.1220,5.5530,4.9068,4.9277,4.9485
2013/12/31,3.1480,5.2500,5.9620,5.9130,5.5565,4.9205,4.9400,4.9606
2014/1/2,3.1310,4.9810,5.7590,5.9100,5.5657,4.9306,4.9501,4.9677
2014/1/3,3.0060,4.7110,5.5240,6.2010,5.5661,4.9389,4.9582,4.9757
2014/1/6,2.9200,4.6330,5.4330,6.4750,5.5732,4.9476,4.9660,4.9824
2014/1/7,2.8750,4.2590,5.0740,5.9250,5.5760,4.9547,4.9713,4.9869
2014/1/8,2.8300,4.1260,4.9270,5.6500,5.5821,4.9585,4.9742,4.9904
2014/1/9,2.7940,4.0200,4.7990,6.3140,5.5837,4.9640,4.9776,4.9929
2014/1/10,2.7660,4.0410,4.7500,5.6750,5.5841,4.9673,4.9818,4.9934
2014/1/13,2.7380,4.0130,4.6360,6.4650,5.5849,4.9715,4.9840,4.9955
2014/1/14,2.7395,4.0036,4.6900,6.4842,5.5865,4.9742,4.9855,4.9977
2014/1/15,2.7513,3.9650,4.6410,6.7420,5.5846,4.9757,4.9896,4.9997
2014/1/16,2.7723,4.2560,4.6790,6.6930,5.5812,4.9788,4.9913,4.9999
2014/1/17,2.8170,4.7760,4.7350,6.9640,5.5868,4.9821,4.9918,5.0002
2014/1/20,3.8880,6.3290,5.5380,7.4720,5.5893,4.9854,4.9930,5.0001
2014/1/21,3.6410,5.5350,5.5620,7.4270,5.5910,4.9873,4.9936,5.0001
2014/1/22,3.6760,5.2240,5.5600,6.9500,5.5924,4.9887,4.9935,5.0001
2014/1/23,3.7000,5.2930,5.9400,6.7080,5.5926,4.9904,4.9943,5.0001
2014/1/24,3.7193,4.4490,6.7650,6.8170,5.5946,4.9922,4.9950,5.0001
2014/1/26,4.4000,4.7170,6.3500,6.9950,5.5962,4.9929,4.9966,5.0001
2014/1/27,4.5340,4.6890,6.0920,6.8300,5.5989,4.9933,4.9984,5.0001
2014/1/28,4.8477,4.9657,6.8070,7.3330,5.5998,4.9931,4.9994,5.0001
2014/1/29,4.8000,5.1080,7.0720,7.1920,5.6000,4.9938,4.9996,5.0001
2014/1/30,4.4350,4.9830,5.7330,5.4410,5.6000,4.9941,4.9998,5.0001
2014/2/7,4.2700,5.4090,5.6500,5.4000,5.6000,4.9939,4.9998,5.0001
2014/2/8,4.2500,5.2500,5.4300,5.8110,5.6050,4.9936,4.9999,5.0001
2014/2/10,4.3035,5.2990,5.4220,5.8490,5.6031,4.9936,5.0000,5.0001
2014/2/11,4.1370,5.2010,5.2800,5.7580,5.6005,4.9936,5.0000,5.0001
2014/2/12,4.0750,5.1780,5.2200,5.6500,5.6012,4.9955,5.0000,5.0001
2014/2/13,3.6690,5.0210,4.9110,5.6290,5.6037,4.9963,5.0000,5.0007
2014/2/14,3.2780,4.4360,4.5630,5.4930,5.6005,4.9966,5.0000,5.0001
2014/2/17,2.9510,3.8790,4.4830,5.3650,5.6000,4.9984,5.0000,5.0001
2014/2/18,2.6800,3.7430,4.6390,5.2985,5.6000,4.9993,5.0000,5.0001
2014/2/19,2.4030,3.7620,4.6780,5.2942,5.6000,4.9998,5.0000,5.0001
2014/2/20,1.9810,3.7030,4.1490,5.2200,5.5960,4.9999,5.0000,5.0001
2014/2/21,1.7640,3.5950,4.0000,5.1760,5.5775,4.9996,5.0000,5.0001
2014/2/24,1.7000,3.3390,3.9700,4.9680,5.5665,5.0000,5.0000,5.0001
2014/2/25,1.7200,3.2780,3.8110,4.5190,5.5585,5.0000,5.0000,5.0001
2014/2/26,1.7500,3.0720,3.8220,4.4435,5.5415,5.0000,5.0000,5.0001
2014/2/27,1.7500,3.4300,3.7610,4.3680,5.5360,5.0000,5.0000,5.0001
2014/2/28,1.8458,3.5290,3.7530,4.3160,5.5290,5.0000,5.0000,5.0001
2014/3/3,2.0850,2.8210,3.7340,4.2620,5.5190,5.0000,5.0000,5.0001
2014/3/4,2.0830,3.5135,3.8000,4.3650,5.5150,5.0000,5.0000,5.0001
2014/3/5,2.0900,3.7980,3.8000,4.4500,5.5105,5.0000,5.0000,5.0001
2014/3/6,2.0547,2.4860,3.7620,4.6400,5.5067,5.0000,5.0000,5.0001
2014/3/7,1.9948,2.4030,3.0520,4.5860,5.5040,5.0000,5.0000,5.0001
