Date,O/N,1W,2W,1M,3M,6M,9M,1Y
2009/8/24,1.0550,1.2736,1.2892,1.6520,1.7324,1.8350,1.9923,2.1799
2009/8/25,0.9933,1.3467,1.3083,1.6340,1.7316,1.8350,1.9922,2.1790
2009/8/26,0.9950,1.3704,1.4158,1.6254,1.7334,1.8352,1.9920,2.1789
2009/8/27,1.0083,1.3611,1.4215,1.6133,1.7333,1.8359,1.9919,2.1785
2009/8/28,1.0108,1.3875,1.4483,1.6096,1.7327,1.8364,1.9918,2.1783
2009/8/31,0.9975,1.4650,1.4558,1.6063,1.7334,1.8380,1.9920,2.1798
2009/9/1,0.9992,1.3246,1.4638,1.6032,1.7358,1.8384,1.9919,2.1806
2009/9/2,1.0846,1.5725,1.5175,1.6033,1.7385,1.8391,1.9921,2.1813
2009/9/3,1.0933,1.6854,1.6656,1.6167,1.7404,1.8399,1.9923,2.1822
2009/9/4,1.0983,1.7513,1.6517,1.6274,1.7420,1.8401,1.9926,2.1817
2009/9/7,1.0950,1.7258,1.6583,1.6293,1.7433,1.8406,1.9928,2.1817
2009/9/8,1.0963,1.7096,1.6563,1.6304,1.7439,1.8407,1.9936,2.1822
2009/9/9,1.0925,1.6583,1.6678,1.6341,1.7441,1.8410,1.9945,2.1826
2009/9/10,1.0892,1.5640,1.6058,1.6364,1.7450,1.8411,1.9944,2.1826
2009/9/11,1.0933,1.3825,1.5754,1.6440,1.7449,1.8415,1.9945,2.1834
2009/9/14,1.0913,1.4425,1.5933,1.6497,1.7458,1.8431,1.9949,2.1837
2009/9/15,1.1298,1.4517,1.5835,1.6511,1.7483,1.8441,1.9959,2.1855
2009/9/16,1.1925,1.4529,1.5710,1.6560,1.7501,1.8456,1.9969,2.1878
2009/9/17,1.2475,1.4654,1.6367,1.6724,1.7523,1.8483,1.9991,2.1906
2009/9/18,1.2583,1.5158,1.6396,1.6734,1.7539,1.8497,1.9999,2.1917
2009/9/21,1.2575,1.6213,1.6359,1.6746,1.7560,1.8505,2.0008,2.1940
2009/9/22,1.2675,1.5921,1.6303,1.6902,1.7574,1.8520,2.0020,2.1951
2009/9/23,1.2933,1.5617,1.6492,1.7060,1.7597,1.8537,2.0038,2.1963
2009/9/24,1.3013,1.7775,1.6575,1.7102,1.7616,1.8566,2.0048,2.1971
2009/9/25,1.3133,1.6275,1.6542,1.7190,1.7635,1.8592,2.0063,2.1978
2009/9/27,1.3088,1.6025,1.6200,1.7219,1.7639,1.8611,2.0063,2.1979
2009/9/28,1.3146,1.5717,1.6688,1.7237,1.7639,1.8629,2.0075,2.1979
2009/9/29,1.3211,1.6603,1.6903,1.7383,1.7657,1.8652,2.0079,2.1982
2009/9/30,1.7742,1.7983,1.7138,1.7438,1.7687,1.8669,2.0106,2.2000
2009/10/9,1.6917,1.6983,1.7059,1.7434,1.7703,1.8684,2.0126,2.2022
2009/10/10,1.3654,1.6808,1.6767,1.7333,1.7712,1.8690,2.0134,2.2039
2009/10/12,1.2671,1.5857,1.6821,1.7374,1.7716,1.8693,2.0149,2.2078
2009/10/13,1.2642,1.5767,1.6841,1.7373,1.7725,1.8707,2.0167,2.2086
2009/10/14,1.2625,1.5528,1.6825,1.7339,1.7729,1.8717,2.0172,2.2089
2009/10/15,1.2638,1.5224,1.6631,1.7339,1.7743,1.8734,2.0183,2.2112
2009/10/16,1.2608,1.5223,1.6542,1.7306,1.7762,1.8754,2.0211,2.2139
2009/10/19,1.2554,1.5271,1.6181,1.7291,1.7794,1.8775,2.0216,2.2152
2009/10/20,1.2254,1.5098,1.5757,1.7250,1.7812,1.8789,2.0221,2.2175
2009/10/21,1.1950,1.5329,1.5423,1.7250,1.7818,1.8798,2.0254,2.2191
2009/10/22,1.1917,1.5125,1.5182,1.7230,1.7812,1.8800,2.0274,2.2204
2009/10/23,1.1867,1.4442,1.4738,1.7162,1.7821,1.8801,2.0293,2.2207
2009/10/26,1.1758,1.4733,1.4842,1.7144,1.7840,1.8802,2.0304,2.2209
2009/10/27,1.1467,1.4376,1.4808,1.7133,1.7861,1.8806,2.0311,2.2213
2009/10/28,1.1446,1.4687,1.4796,1.7095,1.7883,1.8806,2.0316,2.2216
2009/10/29,1.1415,1.4525,1.4684,1.7074,1.7884,1.8813,2.0315,2.2219
2009/10/30,1.1379,1.3683,1.4675,1.7072,1.7894,1.8816,2.0320,2.2221
2009/11/2,1.1358,1.3400,1.4442,1.7076,1.7911,1.8816,2.0324,2.2226
2009/11/3,1.1367,1.4658,1.4463,1.7097,1.7920,1.8827,2.0330,2.2231
2009/11/4,1.1417,1.4038,1.4582,1.7060,1.7927,1.8825,2.0333,2.2233
2009/11/5,1.2129,1.4463,1.4896,1.7083,1.7933,1.8839,2.0342,2.2245
2009/11/6,1.2146,1.4405,1.4928,1.7095,1.7940,1.8843,2.0344,2.2245
2009/11/9,1.2058,1.4558,1.4969,1.7075,1.7955,1.8852,2.0339,2.2251
2009/11/10,1.2332,1.4807,1.5005,1.7082,1.7971,1.8870,2.0360,2.2269
2009/11/11,1.2258,1.4592,1.4896,1.7064,1.7968,1.8876,2.0372,2.2275
2009/11/12,1.2275,1.4651,1.4838,1.7075,1.7967,1.8877,2.0376,2.2277
2009/11/13,1.2171,1.4708,1.4878,1.7069,1.7957,1.8878,2.0378,2.2277
2009/11/16,1.2104,1.3567,1.4842,1.7071,1.7977,1.8894,2.0394,2.2302
2009/11/17,1.2000,1.4196,1.5156,1.7119,1.7980,1.8906,2.0406,2.2320
2009/11/18,1.1946,1.4058,1.4764,1.7138,1.7985,1.8917,2.0415,2.2337
2009/11/19,1.1938,1.3908,1.4641,1.7135,1.8007,1.8937,2.0434,2.2361
2009/11/20,1.1925,1.4384,1.4530,1.7175,1.8021,1.8946,2.0445,2.2367
2009/11/23,1.1888,1.4608,1.4579,1.7184,1.8036,1.8951,2.0459,2.2369
2009/11/24,1.1858,1.4025,1.4475,1.7223,1.8040,1.8957,2.0461,2.2374
2009/11/25,1.1879,1.4296,1.4485,1.7257,1.8044,1.8951,2.0461,2.2376
2009/11/26,1.1863,1.4217,1.4367,1.7265,1.8031,1.8957,2.0453,2.2377
2009/11/27,1.1871,1.4533,1.4642,1.7263,1.8047,1.8954,2.0457,2.2369
2009/11/30,1.1892,1.4690,1.4990,1.7254,1.8064,1.8974,2.0463,2.2383
2009/12/1,1.2525,1.4517,1.4966,1.7236,1.8082,1.8980,2.0469,2.2388
2009/12/2,1.2454,1.4675,1.5242,1.7248,1.8085,1.8990,2.0463,2.2392
2009/12/3,1.2333,1.4882,1.5223,1.7226,1.8092,1.8996,2.0465,2.2397
2009/12/4,1.2183,1.4963,1.5163,1.7236,1.8102,1.8999,2.0466,2.2400
2009/12/7,1.2098,1.4892,1.5058,1.7239,1.8102,1.9000,2.0480,2.2400
2009/12/8,1.2054,1.4575,1.4978,1.7261,1.8114,1.9000,2.0492,2.2409
2009/12/9,1.1971,1.4767,1.5355,1.7281,1.8120,1.9002,2.0498,2.2417
2009/12/10,1.1875,1.4567,1.5450,1.7275,1.8137,1.9010,2.0503,2.2429
2009/12/11,1.1763,1.4858,1.5559,1.7293,1.8152,1.9023,2.0511,2.2442
2009/12/14,1.1733,1.4754,1.5493,1.7308,1.8157,1.9031,2.0520,2.2451
2009/12/15,1.1667,1.4525,1.5484,1.7339,1.8171,1.9030,2.0523,2.2465
2009/12/16,1.1625,1.4508,1.5483,1.7353,1.8183,1.9031,2.0527,2.2480
2009/12/17,1.1650,1.4551,1.5513,1.7333,1.8189,1.9031,2.0529,2.2487
2009/12/18,1.1669,1.4558,1.7217,1.7330,1.8193,1.9031,2.0530,2.2491
2009/12/21,1.1613,1.4454,1.8025,1.7436,1.8194,1.9031,2.0531,2.2492
2009/12/22,1.1529,1.4470,1.7958,1.7509,1.8215,1.9040,2.0539,2.2492
2009/12/23,1.1554,1.4086,1.7850,1.7644,1.8264,1.9053,2.0552,2.2497
2009/12/24,1.1554,1.3900,1.7779,1.7707,1.8292,1.9069,2.0559,2.2500
2009/12/25,1.1500,1.4358,1.8333,1.7865,1.8284,1.9077,2.0576,2.2501
2009/12/28,1.1529,1.5367,1.8108,1.7938,1.8305,1.9084,2.0590,2.2501
2009/12/29,1.1492,1.5788,1.7992,1.7975,1.8318,1.9095,2.0599,2.2502
2009/12/30,1.1488,1.5808,1.7650,1.7990,1.8324,1.9098,2.0599,2.2502
2009/12/31,1.1467,1.5650,1.6825,1.7945,1.8319,1.9100,2.0600,2.2502
2010/1/4,1.1175,1.4225,1.6650,1.7728,1.8312,1.9100,2.0600,2.2502
2010/1/5,1.1150,1.4004,1.6023,1.7580,1.8298,1.9109,2.0600,2.2501
2010/1/6,1.1183,1.4002,1.5696,1.7513,1.8288,1.9116,2.0600,2.2501
2010/1/7,1.0797,1.3942,1.4968,1.7444,1.8321,1.9155,2.0634,2.2551
2010/1/8,1.0608,1.3993,1.4608,1.7463,1.8369,1.9203,2.0679,2.2594
2010/1/11,1.0471,1.3696,1.4217,1.7401,1.8403,1.9232,2.0719,2.2629
2010/1/12,1.0336,1.4354,1.4292,1.7392,1.8439,1.9280,2.0779,2.2682
2010/1/13,1.0854,1.3950,1.4167,1.7426,1.8522,1.9384,2.0886,2.2802
2010/1/14,1.0475,1.4475,1.4254,1.7448,1.8584,1.9421,2.0925,2.2869
2010/1/15,1.0283,1.4150,1.4213,1.7426,1.8649,1.9474,2.0970,2.2916
2010/1/18,1.0271,1.4042,1.4143,1.7371,1.8674,1.9534,2.1001,2.2960
2010/1/19,1.0271,1.3613,1.4185,1.7368,1.8723,1.9592,2.1073,2.3027
2010/1/20,1.0275,1.4579,1.5221,1.7375,1.8750,1.9638,2.1135,2.3120
2010/1/21,1.0283,1.4125,1.5183,1.7397,1.8819,1.9684,2.1202,2.3176
2010/1/22,1.0423,1.4813,1.5274,1.7396,1.8866,1.9717,2.1250,2.3213
2010/1/25,1.1879,1.3892,1.5082,1.7431,1.8890,1.9728,2.1278,2.3238
2010/1/26,1.1958,1.5396,1.5404,1.7467,1.8930,1.9746,2.1306,2.3261
2010/1/27,1.3150,1.5483,1.6460,1.7563,1.8963,1.9787,2.1335,2.3286
2010/1/28,1.3588,1.8508,1.8650,1.8074,1.9017,1.9821,2.1381,2.3311
2010/1/29,1.3592,1.8542,1.8633,1.8129,1.9048,1.9867,2.1403,2.3326
2010/2/1,1.3546,1.8208,1.8700,1.8311,1.9074,1.9887,2.1421,2.3332
2010/2/2,1.3575,1.7892,1.8058,1.8421,1.9074,1.9866,2.1433,2.3339
2010/2/3,1.3567,1.7700,1.7904,1.8511,1.9081,1.9862,2.1442,2.3336
2010/2/4,1.3575,1.7792,1.7850,1.8503,1.9061,1.9860,2.1433,2.3340
2010/2/5,1.3583,1.7292,1.7707,1.8545,1.9051,1.9859,2.1425,2.3348
2010/2/8,1.3567,1.8158,1.8029,1.8539,1.9055,1.9859,2.1428,2.3359
2010/2/9,1.4050,1.8942,1.9067,1.8810,1.9128,1.9860,2.1431,2.3370
2010/2/10,1.4992,1.8358,1.9450,1.8975,1.9203,1.9865,2.1433,2.3378
2010/2/11,2.4967,2.7208,2.5719,2.0650,1.9305,2.0026,2.1485,2.3445
2010/2/12,2.2538,2.4833,2.1492,2.0106,1.9280,2.0027,2.1490,2.3473
2010/2/20,1.9858,2.1104,2.0390,2.0142,1.9327,2.0092,2.1517,2.3510
2010/2/21,1.4815,1.5058,1.6259,1.9191,1.9375,2.0210,2.1508,2.3492
2010/2/22,1.4313,1.4758,1.5025,1.8679,1.9365,2.0238,2.1513,2.3497
2010/2/23,1.4321,1.5996,1.5222,1.8569,1.9351,2.0189,2.1513,2.3489
2010/2/24,1.4375,1.6500,1.5289,1.8569,1.9394,2.0166,2.1512,2.3496
2010/2/25,1.4521,1.6829,1.6892,1.8533,1.9421,2.0156,2.1522,2.3500
2010/2/26,1.4315,1.6642,1.6758,1.8561,1.9443,2.0153,2.1531,2.3501
2010/3/1,1.4295,1.6508,1.6483,1.8440,1.9436,2.0138,2.1549,2.3510
2010/3/2,1.4242,1.7180,1.6458,1.8358,1.9467,2.0154,2.1562,2.3518
2010/3/3,1.4075,1.7388,1.6717,1.8341,1.9455,2.0169,2.1567,2.3522
2010/3/4,1.4017,1.6783,1.7364,1.8363,1.9465,2.0172,2.1579,2.3525
2010/3/5,1.3842,1.6879,1.7432,1.8361,1.9461,2.0169,2.1580,2.3524
2010/3/8,1.3785,1.6392,1.7358,1.8419,1.9433,2.0167,2.1573,2.3521
2010/3/9,1.3663,1.6642,1.7233,1.8379,1.9453,2.0211,2.1571,2.3520
2010/3/10,1.3592,1.7058,1.7153,1.8340,1.9436,2.0198,2.1576,2.3520
2010/3/11,1.3563,1.6846,1.6920,1.8299,1.9419,2.0185,2.1579,2.3521
2010/3/12,1.3446,1.6608,1.6811,1.8189,1.9416,2.0174,2.1581,2.3524
2010/3/15,1.3375,1.6500,1.6568,1.8019,1.9407,2.0160,2.1573,2.3520
2010/3/16,1.3354,1.6313,1.6660,1.7927,1.9405,2.0205,2.1576,2.3521
2010/3/17,1.3275,1.6417,1.6493,1.7879,1.9406,2.0197,2.1575,2.3521
2010/3/18,1.3246,1.6425,1.6497,1.7836,1.9430,2.0193,2.1581,2.3526
2010/3/19,1.3238,1.6250,1.6366,1.7792,1.9420,2.0183,2.1580,2.3525
2010/3/22,1.3163,1.5933,1.6113,1.7753,1.9410,2.0178,2.1588,2.3530
2010/3/23,1.3146,1.5832,1.6279,1.7682,1.9413,2.0136,2.1587,2.3535
2010/3/24,1.3133,1.5667,1.6404,1.7652,1.9415,2.0134,2.1585,2.3530
2010/3/25,1.3083,1.5596,1.6692,1.7629,1.9408,2.0123,2.1583,2.3528
2010/3/26,1.3042,1.5586,1.6804,1.7603,1.9405,2.0133,2.1582,2.3525
2010/3/29,1.3025,1.5499,1.6651,1.7532,1.9430,2.0154,2.1582,2.3533
2010/3/30,1.2946,1.6297,1.6594,1.7461,1.9408,2.0131,2.1582,2.3526
2010/3/31,1.3388,1.6000,1.6583,1.7403,1.9419,2.0123,2.1573,2.3525
2010/4/1,1.3045,1.5733,1.6290,1.7375,1.9394,2.0118,2.1565,2.3525
2010/4/2,1.3125,1.5758,1.6165,1.7402,1.9378,2.0124,2.1561,2.3523
2010/4/6,1.3096,1.5917,1.6154,1.7392,1.9395,2.0148,2.1569,2.3522
2010/4/7,1.2971,1.6633,1.6421,1.7442,1.9409,2.0215,2.1581,2.3556
2010/4/8,1.2925,1.6800,1.6500,1.7471,1.9401,2.0260,2.1596,2.3583
2010/4/9,1.2913,1.6742,1.6508,1.7475,1.9388,2.0304,2.1605,2.3595
2010/4/12,1.2842,1.6458,1.6469,1.7471,1.9392,2.0320,2.1615,2.3607
2010/4/13,1.2833,1.6696,1.6814,1.7468,1.9396,2.0333,2.1619,2.3610
2010/4/14,1.2838,1.6454,1.6818,1.7474,1.9392,2.0340,2.1629,2.3619
2010/4/15,1.2813,1.6725,1.6800,1.7478,1.9400,2.0356,2.1639,2.3624
2010/4/16,1.2874,1.6638,1.6725,1.7463,1.9418,2.0367,2.1648,2.3632
2010/4/19,1.2875,1.6099,1.6536,1.7464,1.9413,2.0368,2.1656,2.3633
2010/4/20,1.2896,1.6369,1.6569,1.7459,1.9412,2.0359,2.1659,2.3619
2010/4/21,1.2917,1.6633,1.6644,1.7438,1.9420,2.0351,2.1655,2.3615
2010/4/22,1.2933,1.6396,1.6546,1.7406,1.9380,2.0365,2.1643,2.3636
2010/4/23,1.2888,1.6715,1.6586,1.7426,1.9384,2.0380,2.1660,2.3650
2010/4/26,1.2896,1.6471,1.6528,1.7473,1.9376,2.0384,2.1649,2.3656
2010/4/27,1.3319,1.6383,1.6488,1.7465,1.9373,2.0374,2.1640,2.3655
2010/4/28,1.3425,1.6196,1.6446,1.7472,1.9364,2.0379,2.1636,2.3655
2010/4/29,1.3529,1.6025,1.6371,1.7474,1.9394,2.0400,2.1635,2.3664
2010/4/30,1.3973,1.6079,1.6479,1.7562,1.9398,2.0402,2.1634,2.3665
2010/5/4,1.3979,1.6017,1.6858,1.7614,1.9410,2.0406,2.1632,2.3668
2010/5/5,1.4093,1.6483,1.6725,1.7668,1.9433,2.0414,2.1632,2.3678
2010/5/6,1.4088,1.6821,1.6854,1.7704,1.9465,2.0426,2.1634,2.3682
2010/5/7,1.4088,1.7033,1.6938,1.7783,1.9479,2.0439,2.1633,2.3677
2010/5/10,1.5054,1.7000,1.7050,1.7817,1.9489,2.0445,2.1640,2.3684
2010/5/11,1.5042,1.7042,1.7080,1.7881,1.9478,2.0454,2.1641,2.3702
2010/5/12,1.5008,1.7175,1.7108,1.7918,1.9459,2.0447,2.1646,2.3680
2010/5/13,1.4983,1.7279,1.7168,1.7938,1.9459,2.0443,2.1651,2.3685
2010/5/14,1.5000,1.7470,1.7342,1.7954,1.9464,2.0451,2.1677,2.3695
2010/5/17,1.5433,1.7346,1.7375,1.7986,1.9477,2.0456,2.1668,2.3698
2010/5/18,1.5438,1.7392,1.7354,1.7988,1.9513,2.0453,2.1665,2.3677
2010/5/19,1.5454,1.7683,1.7400,1.8017,1.9497,2.0443,2.1667,2.3695
2010/5/20,1.5502,1.7933,1.7775,1.8113,1.9500,2.0443,2.1668,2.3698
2010/5/21,1.6588,1.8058,1.8275,1.8715,1.9542,2.0455,2.1669,2.3679
2010/5/24,1.7425,1.8650,1.8704,1.9430,1.9658,2.0527,2.1761,2.3749
2010/5/25,1.8550,1.9267,2.0419,2.0482,1.9923,2.0606,2.1838,2.3810
2010/5/26,2.1592,2.1721,2.1525,2.1917,2.0389,2.1079,2.2178,2.3958
2010/5/27,2.3200,2.4167,2.3211,2.3117,2.0677,2.1340,2.2320,2.4012
2010/5/28,2.2100,2.3900,2.5028,2.3792,2.0925,2.1527,2.2474,2.4140
2010/5/31,2.3725,2.5033,2.6892,2.4967,2.1201,2.1771,2.2658,2.4238
2010/6/1,2.7408,3.2008,3.0450,2.9348,2.1885,2.2134,2.2979,2.4498
2010/6/2,2.7654,3.2796,3.0842,3.0533,2.2240,2.2448,2.3147,2.4571
2010/6/3,2.7513,3.1946,3.1325,3.0633,2.2584,2.2699,2.3329,2.4669
2010/6/4,2.1024,2.2078,2.4708,2.9692,2.2536,2.2783,2.3398,2.4741
2010/6/7,1.7041,1.9136,2.2276,2.9367,2.2520,2.2820,2.3421,2.4767
2010/6/8,1.8413,2.1963,2.2992,2.9675,2.2669,2.2944,2.3563,2.4823
2010/6/9,1.8454,2.2129,2.3225,2.9717,2.2803,2.2975,2.3621,2.4874
2010/6/10,1.9350,2.4725,2.7350,3.0107,2.2994,2.3043,2.3696,2.4930
2010/6/11,1.9788,2.7317,2.8233,3.0833,2.3128,2.3160,2.3760,2.4997
2010/6/12,2.2053,2.7733,2.9248,3.1628,2.3327,2.3218,2.3823,2.5023
2010/6/13,2.1892,2.6858,2.8908,3.1840,2.3570,2.3333,2.3964,2.5188
2010/6/17,2.1800,2.6175,2.7192,3.2233,2.3716,2.3453,2.4059,2.5201
2010/6/18,2.2142,2.6883,2.7483,3.3567,2.4137,2.3586,2.4156,2.5261
2010/6/21,2.2292,2.6467,2.9900,3.5542,2.4621,2.3762,2.4277,2.5326
2010/6/22,2.2463,2.8257,2.9442,3.7600,2.5215,2.4038,2.4441,2.5436
2010/6/23,2.2408,2.7083,2.9217,3.8796,2.5622,2.4195,2.4534,2.5497
2010/6/24,2.3067,2.8708,3.1850,3.9942,2.6033,2.4323,2.4681,2.5574
2010/6/25,2.2933,3.1458,3.1942,4.0525,2.6259,2.4444,2.4839,2.5676
2010/6/28,2.2883,2.8192,3.2833,3.9075,2.6288,2.4629,2.5104,2.5997
2010/6/29,2.2785,2.8702,3.3018,3.8904,2.6380,2.4777,2.5257,2.6123
2010/6/30,2.2683,2.6192,3.3417,3.8830,2.6308,2.4880,2.5352,2.6183
2010/7/1,2.2492,2.6542,3.1092,3.5092,2.6261,2.4875,2.5334,2.6138
2010/7/2,2.1942,2.6079,2.9225,3.3483,2.6210,2.4869,2.5333,2.6082
2010/7/5,2.1650,2.5838,2.7508,3.1533,2.6126,2.4837,2.5336,2.6059
2010/7/6,2.1567,2.6767,2.7043,2.9808,2.6149,2.4888,2.5378,2.6081
2010/7/7,2.1291,2.4485,2.6858,2.8200,2.6069,2.4839,2.5347,2.6033
2010/7/8,1.9842,2.4233,2.6371,2.7150,2.5978,2.4799,2.5321,2.6011
2010/7/9,1.7206,2.2918,2.5138,2.6214,2.5944,2.5047,2.5440,2.6136
2010/7/12,1.6916,2.0667,2.3500,2.5950,2.5978,2.5057,2.5465,2.6183
2010/7/13,1.6479,1.9892,2.1008,2.5296,2.5953,2.5070,2.5482,2.6192
2010/7/14,1.5186,1.7966,1.8902,2.4624,2.5905,2.5047,2.5464,2.6187
2010/7/15,1.4608,1.8621,1.8750,2.3936,2.5849,2.5083,2.5470,2.6161
2010/7/16,1.4433,1.8600,1.9004,2.3750,2.5814,2.5113,2.5475,2.6158
2010/7/19,1.4442,1.8500,1.9192,2.4158,2.5709,2.5143,2.5476,2.6140
2010/7/20,1.4763,1.8192,1.9182,2.4008,2.5692,2.5160,2.5476,2.6138
2010/7/21,1.4729,1.8458,1.8888,2.3358,2.5483,2.5158,2.5476,2.6145
2010/7/22,1.4483,1.7167,1.8739,2.3008,2.5298,2.5231,2.5486,2.6138
2010/7/23,1.4275,1.7808,1.8641,2.2575,2.5165,2.5234,2.5497,2.6154
2010/7/26,1.4679,1.7300,1.8625,2.2492,2.5039,2.5266,2.5480,2.6149
2010/7/27,1.4404,1.7346,1.8263,2.2275,2.4768,2.5179,2.5465,2.6147
2010/7/28,1.4433,1.6850,1.8200,2.1906,2.4647,2.5117,2.5425,2.6138
2010/7/29,1.4446,1.6883,1.8313,2.1750,2.4609,2.5085,2.5416,2.6126
2010/7/30,1.4696,1.6825,1.8071,2.1575,2.4475,2.5057,2.5469,2.6129
2010/8/2,1.4696,1.6425,1.8250,2.1525,2.4468,2.5053,2.5442,2.6130
2010/8/3,1.4675,1.6792,1.7500,2.1292,2.4447,2.5043,2.5433,2.6123
2010/8/4,1.4729,1.6306,1.6950,2.1171,2.4430,2.5041,2.5435,2.6121
2010/8/5,1.4725,1.6875,1.7200,2.1092,2.4473,2.5070,2.5452,2.6122
2010/8/6,1.4692,1.7004,1.7175,2.1129,2.4528,2.5094,2.5469,2.6130
2010/8/9,1.4658,1.6917,1.7142,2.1108,2.4557,2.5123,2.5509,2.6140
2010/8/10,1.4658,1.7317,1.7328,2.1158,2.4625,2.5152,2.5536,2.6139
2010/8/11,1.4688,1.7068,1.7404,2.1404,2.4674,2.5191,2.5584,2.6158
2010/8/12,1.4729,1.7263,1.7421,2.1292,2.4646,2.5165,2.5577,2.6166
2010/8/13,1.4729,1.7348,1.7438,2.1358,2.4651,2.5148,2.5570,2.6173
2010/8/16,1.4717,1.7700,1.7835,2.1376,2.4663,2.5179,2.5587,2.6192
2010/8/17,1.4717,1.7875,1.7943,2.1462,2.4687,2.5197,2.5594,2.6204
2010/8/18,1.4946,1.7725,1.7959,2.1479,2.4671,2.5218,2.5592,2.6205
2010/8/19,1.5204,1.7418,1.8008,2.1508,2.4673,2.5238,2.5599,2.6227
2010/8/20,1.5379,1.7448,1.8021,2.1452,2.4672,2.5224,2.5590,2.6235
2010/8/23,1.4967,1.7288,1.8025,2.1383,2.4654,2.5218,2.5600,2.6241
2010/8/24,1.5171,1.7500,1.8346,2.1400,2.4686,2.5232,2.5614,2.6243
2010/8/25,1.5417,1.7661,1.8560,2.1425,2.4688,2.5236,2.5614,2.6238
2010/8/26,1.6317,1.8321,1.9917,2.1608,2.4723,2.5269,2.5645,2.6276
2010/8/27,1.9563,2.2142,2.3017,2.3636,2.4896,2.5348,2.5698,2.6336
2010/8/30,2.0533,2.2850,2.6258,2.5908,2.5035,2.5423,2.5768,2.6417
2010/8/31,2.3200,2.9489,3.0658,2.8433,2.5120,2.5470,2.5807,2.6455
2010/9/1,2.5350,2.9856,3.0300,2.9017,2.5151,2.5469,2.5843,2.6456
2010/9/2,1.9806,2.4836,2.5733,2.8017,2.5127,2.5452,2.5806,2.6443
2010/9/3,1.9792,2.3375,2.5125,2.7500,2.5144,2.5448,2.5796,2.6424
2010/9/6,1.9729,2.2456,2.4415,2.6225,2.5286,2.5455,2.5803,2.6441
2010/9/7,1.8400,2.2558,2.4508,2.5967,2.5319,2.5473,2.5808,2.6449
2010/9/8,1.7054,2.2333,2.3025,2.5792,2.5358,2.5473,2.5810,2.6451
2010/9/9,1.6383,2.2865,2.3010,2.5626,2.5380,2.5477,2.5811,2.6451
2010/9/10,1.5583,2.2782,2.3007,2.6242,2.5388,2.5502,2.5824,2.6463
2010/9/13,1.4963,2.4008,2.6000,2.8392,2.5418,2.5556,2.5906,2.6495
2010/9/14,1.5988,2.3863,2.6123,3.0933,2.5512,2.5589,2.5917,2.6520
2010/9/15,1.6696,2.2364,2.6813,3.2661,2.5608,2.5638,2.5944,2.6536
2010/9/16,1.6588,2.5275,2.5194,3.3158,2.5657,2.5687,2.5967,2.6555
2010/9/17,1.5204,2.0350,2.7033,3.3629,2.5677,2.5707,2.5992,2.6580
2010/9/19,1.4530,1.9948,2.7950,3.2708,2.5644,2.5724,2.6013,2.6592
2010/9/20,1.6446,2.2433,2.8457,3.2342,2.5689,2.5757,2.6037,2.6597
2010/9/21,1.8069,2.3133,2.9800,3.4392,2.5732,2.5786,2.6053,2.6611
2010/9/25,1.8971,2.2509,3.0103,3.4592,2.5749,2.5834,2.6080,2.6652
2010/9/26,1.7735,2.8967,3.2516,3.5517,2.5863,2.5875,2.6122,2.6700
2010/9/27,1.7123,2.4424,2.9557,3.6258,2.5972,2.5933,2.6183,2.6711
2010/9/28,1.7814,2.5502,2.9546,3.7283,2.6046,2.6012,2.6220,2.6736
2010/9/29,1.7466,2.6900,3.3558,3.7592,2.6092,2.6036,2.6254,2.6755
2010/9/30,2.5975,2.8408,3.1598,3.5067,2.6113,2.6090,2.6331,2.6793
2010/10/8,1.7325,2.6925,2.9342,3.0750,2.6164,2.6088,2.6307,2.6781
2010/10/9,1.7299,1.9129,2.0158,2.8464,2.6169,2.6098,2.6313,2.6776
2010/10/11,1.6683,1.9563,2.0433,2.7631,2.6215,2.6135,2.6357,2.6785
2010/10/12,1.6375,1.9025,2.0438,2.6390,2.6362,2.6176,2.6399,2.6811
2010/10/13,1.6358,1.9125,2.0667,2.5450,2.6406,2.6232,2.6447,2.6831
2010/10/14,1.6187,1.9383,2.0796,2.4583,2.6442,2.6272,2.6500,2.6843
2010/10/15,1.5925,1.9342,1.9608,2.4400,2.6506,2.6314,2.6536,2.6847
2010/10/18,1.5946,1.9421,1.9510,2.4758,2.6528,2.6317,2.6545,2.6847
2010/10/19,1.5929,1.9113,1.9502,2.5354,2.6533,2.6339,2.6584,2.6855
2010/10/20,1.5958,1.9617,1.9742,2.6467,2.7331,2.7272,2.7538,2.7946
2010/10/21,1.5913,1.9342,1.9617,2.6654,2.7643,2.7650,2.7937,2.8392
2010/10/22,1.5904,1.9358,2.0021,2.6635,2.7893,2.7895,2.8193,2.8644
2010/10/25,1.5829,1.9475,2.0017,2.6136,2.8034,2.8129,2.8386,2.8839
2010/10/26,1.5283,1.9500,2.0113,2.6185,2.8115,2.8249,2.8496,2.8939
2010/10/27,1.5233,2.0333,2.0558,2.6429,2.8165,2.8362,2.8617,2.9066
2010/10/28,1.5238,2.0256,2.0463,2.6471,2.8265,2.8450,2.8716,2.9142
2010/10/29,1.5842,2.0211,2.0443,2.6564,2.8302,2.8562,2.8820,2.9212
2010/11/1,1.5833,1.9963,2.0342,2.6571,2.8344,2.8609,2.8877,2.9257
2010/11/2,1.5788,1.8204,2.0038,2.6510,2.8391,2.8654,2.8910,2.9310
